序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
15,688022,瀚川智能,-0.49,1339433032.22,17.2058239669,-72.4304,-84536018.41,-214.99,-266.4901,10.028055090746,-5.03,-1.848711208608,17.4255366835,专用设备,2025-04-24
16,605389,长龄液压,0.73,806314323.29,-10.0450403639,32.2764,101691818.34,-20.01,13.4556,14.644999168558,5.24,1.287095537372,23.6696556104,工程机械,2025-04-24
17,605183,确成股份,0.99,1810357875.95,3.6579834794,3.1597,412510430.21,8.42,-5.2222,7.136632960906,14.64,0.933955988533,29.4372963661,橡胶制品,2025-04-24
18,605003,众望布艺,2.85,462062733.81,10.9345730621,9.2667,313902297.13,245.67,1326.6817,12.722357984091,24.88,1.447773857909,35.1386067107,纺织服装,2025-04-24
19,603683,晶华新材,0.24,1558566408.38,10.2329411552,6.4784,56568938.34,872.76,-27.1125,4.955562226053,5.09,0.571241785461,16.3481691662,化学制品,2025-04-24
20,603601,再升科技,0.0374,1655645277.83,2.3018212311,-11.9236,38132659.23,-74.76,-319.8391,2.05234399167,1.74,0.001624670931,21.9203174708,玻璃玻纤,2025-04-24
21,603585,苏利股份,0.11,1958208461.85,-37.8380216245,4.188,20076565.96,-93.63,-309.6006,13.116629127932,0.79,1.202100357735,14.2895478169,农药兽药,2025-04-24
22,603579,荣泰健康,1.17,1855029390.81,-7.4715554525,36.4505,202706851.03,23.43,8.8782,13.85873030251,10.5,2.477396784476,30.5474975511,家电行业,2025-04-24
23,603329,上海雅仕,0.06,2519668999.02,-18.41475898,31.9221,9777995.56,-93.45,-36.6308,6.913323690896,0.88,0.942529831733,8.8968565422,物流行业,2025-04-24
24,603324,盛剑科技,1.13,1825998075.29,37.4505029692,151.0925,165442303.26,26.96,196.4902,12.767467101886,10.98,0.001824460099,25.6917675489,环保行业,2025-04-24
25,603317,天味食品,0.4349,3148561102.73,17.0159892383,13.1547,456697459.03,33.65,21.0102,4.061065483264,10.99,0.56559056691,37.8847499887,食品饮料,2025-04-24
26,603296,华勤技术,2.84,85338484213.69,-7.8872708193,-18.792,2706874614.61,5.59,2.96,28.810855523063,16.76,5.315522178932,11.2855350237,消费电子,2025-04-24
27,603271,永杰新材,1.61,6503918525.89,-9.0370660967,,237901048.11,-32.7346046048,,9.1953972218,19.21,4.078983011659,8.9354146939,有色金属,2025-04-24
28,603260,合盛硅业,2.24,26583562971.87,12.3712657827,-15.74,2622830701.82,-49.05,8.9319,27.411558090776,8.47,-0.668413488159,20.146738159,非金属材料,2025-04-24
29,603257,中国瑞林,1.65,2866136492.36,9.5344521196,,148133900.31,-0.0007850201,,19.773745827889,8.54,2.218496723,17.4555536295,工程咨询服务,2025-04-24
30,603236,移远通信,0.34,13861175065.66,-2.5935701031,12.719,90706120.09,-85.43,11.6919,13.729842091033,2.41,3.918899966273,18.9441634297,通信设备,2025-04-24
31,603002,宏昌电子,0.09,2240423623.58,-25.8736160958,-12.4695,86634602.19,-84.44,6.0401,3.040812615743,3.59,0.249544003818,8.2423051715,电子化学品,2025-04-24
32,601968,宝钢包装,0.19,7760461130.39,-9.1640172272,-4.1251,218568954.97,-18.58,-78.0388,3.392915946859,5.74,0.660216313439,9.0168635076,包装材料,2025-04-24
33,601689,拓普集团,1.35,19700560430.0,23.1837684886,11.1713,2150642258.47,26.49,10.0509,12.378005751624,16.61,3.053972115595,22.8988445989,汽车零部件,2025-04-24
34,601568,北元集团,0.09,10966537115.67,-12.8918793284,-15.3133,372569940.91,-74.25,-133.2952,2.971217147822,2.76,0.119039954966,12.5568059523,化学原料,2025-04-24
35,600927,永安期货,0.5,23822683408.79,-31.4955909626,-26.2991,728579065.99,8.34,15.3148,8.515622986932,5.97,-3.643800510951,,多元金融,2025-04-24
36,600917,重庆燃气,0.32,10260744634.46,17.4485794964,38.2416,498505413.2,24.75,109.2983,3.427188901994,9.55,0.287682131423,8.7346394265,燃气,2025-04-24
37,600744,华银电力,-0.0921,9938845017.23,2.4365781639,-31.2649,-187157583.69,-873.76,-218.9297,0.590045453418,-14.04,0.779487101551,4.8267057543,电力行业,2025-04-24
38,600467,好当家,0.034,1563804509.83,31.084361541,100.5474,49445874.18,-17.07,73.4042,2.309341901993,1.47,0.593957033025,16.4564218886,农牧饲渔,2025-04-24
39,600422,昆药集团,0.71,8430177098.14,1.7883664194,13.6957,540710565.96,16.05,-63.9245,8.657779800143,8.55,0.995176077493,46.6105363499,中药,2025-04-24
40,600292,远达环保,0.07,4251613495.67,2.7756881514,25.8491,54011676.95,292.0672358644,-201.0212,6.569235381665,1.06,0.750576519893,14.5861123355,环保行业,2025-04-24
41,600216,浙江医药,0.45,7794145971.37,-3.9633615014,-1.0806,429639626.26,-20.37,341.2386,9.980274661509,4.54,0.657334297096,32.3867078018,化学制药,2025-04-24
42,600177,雅戈尔,0.75,13749455750.8,-7.2311744114,296.7982,3433926376.96,-32.31,17.9314,8.472323291154,8.91,1.413282719167,44.0536361036,纺织服装,2025-04-24
43,301633,港迪技术,2.07,546901571.68,7.8303872661,27.6305,86482336.36,12.6110016667,155.4372,9.123038377634,24.87,1.247570926245,38.6740519103,通用设备,2025-04-24
44,301607,富特科技,1.16,1835159623.61,11.1951191329,-15.8906,96439271.92,11.1408206817,-97.6901,6.934019748255,18.69,1.256749214229,23.3866122079,汽车零部件,2025-04-24
45,301606,绿联科技,1.0378,4802646163.66,25.0910155252,17.9572,387517544.63,18.3524018692,116.8468,4.677508461843,25.11,0.464369755785,37.5864838626,消费电子,2025-04-24
46,301595,太力科技,1.05,835272635.54,30.950967382,,84957692.02,44.3986632479,,4.879919793868,24.31,1.853988061815,59.3592070904,,2025-04-24
47,301588,美新科技,0.85,793118566.29,6.289232999,-2.4612,75917054.8,-10.42,25.0801,5.917810827192,15.55,-1.560395667499,32.4902313503,家用轻工,2025-04-24
48,301586,佳力奇,1.65,462927098.76,-21.7816743851,39.0164,102508592.18,-31.781281587,5.3611,13.520051201939,12.95,2.88420796101,32.8034536727,航天航空,2025-04-24
49,301571,国科天成,0.94,701584473.73,32.4855952464,55.1058,126794954.19,30.0524933193,45.8002,9.121635933424,10.9,-0.714230222687,40.1035529327,电子元件,2025-04-24
50,301567,贝隆精密,1.08,380496715.1,8.746912257,-3.2835,58085816.05,-4.09,-23.8631,7.406077752593,15.66,0.73674289037,31.2031627182,消费电子,2025-04-24
51,301565,中仑新材,0.61,2352273918.49,2.4138823328,7.9679,206203613.5,-27.7306337278,-7.5912,4.705491490382,13.78,1.094329453765,17.556510824,塑料制品,2025-04-24
52,301552,科力装备,2.69,487755796.41,20.2381454822,9.0794,137086569.66,17.8624590227,15.9429,10.498973132941,29.41,2.307282740588,42.7237257668,汽车零部件,2025-04-24
53,301550,斯菱股份,1.68,738122845.09,-1.5489945828,4.5918,149742021.02,22.16,4.8287,14.516057156273,18.15,1.104090656909,32.0709916777,汽车零部件,2025-04-24
54,301529,福赛科技,1.22,950243055.75,37.0577821952,29.2727,84147426.55,-7.29,19.5476,14.471096473587,12.66,1.413476339333,26.3608211904,汽车零部件,2025-04-24
55,301525,儒竞科技,2.75,1544551385.54,-4.2847356153,-18.3316,216378428.17,2.39,-80.9119,32.41743775114,14.01,0.856682781093,25.0051318225,通用设备,2025-04-24
56,301509,金凯生科,1.73,766824305.02,6.9982403102,17.3445,173574166.37,7.51,-20.2343,25.23446064261,12.96,1.803444599933,47.2046519236,生物制品,2025-04-24
57,301468,博盈特焊,1.16,603759301.59,5.0144291542,54.8772,131039994.66,8.33,59.3048,17.521892207803,9.26,0.675552749091,35.6106845234,专用设备,2025-04-24
58,301448,开创电气,0.56,586293202.54,-1.9476341365,21.7813,51409286.27,-13.04,-11.6586,8.308401356125,10.34,1.233753498,24.828681141,通用设备,2025-04-24
59,301446,福事特,0.85,419483781.24,-9.7047344795,32.35,78059049.05,-49.76,-44.5164,13.574576900875,10.87,0.67394016125,37.7220196314,通用设备,2025-04-24
60,301439,泓淋电力,0.59,2479303562.31,8.3108068448,-11.2154,213921812.3,19.34,-0.6102,7.235876420071,9.26,-0.165155896872,14.9950423414,电网设备,2025-04-24
61,301396,宏景科技,0.39,770605018.51,3.2588586777,170.6125,42217627.85,-33.08,2694.7076,11.735188195262,1.92,-0.173628423613,23.0745880638,互联网服务,2025-04-24
62,301392,汇成真空,1.08,522114408.08,-8.5281936431,-3.4942,81075481.46,13.7256313585,219.6071,6.0358755784,19.67,-0.103189025867,32.5095716615,专用设备,2025-04-24
63,301378,通达海,0.5887,548748091.23,18.5828584427,97.4125,54499211.42,-37.51,1339.5063,20.924967657246,4.59,-0.263893744203,47.0136688151,软件开发,2025-04-24
64,301368,丰立智能,0.2,429320938.05,0.1158639024,-3.5405,24090737.82,-46.34,-158.6786,8.079174449376,2.5,0.38230325637,17.0954896874,通用设备,2025-04-24
65,301353,普莱得,1.15,713147712.97,1.3514093064,29.1797,78623868.94,-20.74,13.1957,16.733649428026,8.05,1.169498669737,30.3425763533,通用设备,2025-04-24
66,301323,新莱福,1.47,771185762.98,7.8765751463,-1.2418,138104002.67,7.96,-24.1537,19.051009088484,9.01,1.12851791225,36.3471925087,塑料制品,2025-04-24
67,301303,真兰仪表,0.8,1344828873.76,12.9085286745,-23.4951,313891442.43,48.09,58.286,10.547992749966,11.91,0.181444825582,42.4702704109,仪器仪表,2025-04-24
68,301295,美硕科技,0.49,533005275.34,-0.7582611741,-1.632,43385288.5,-33.96,-51.3795,13.424449992361,6.75,1.062072210694,22.4647583579,电网设备,2025-04-24
69,301292,海科新源,0.17,3362583572.38,11.0055707304,-8.3449,31622722.39,-88.86,-509.3695,14.01756722619,1.25,-0.278414391411,8.4451943768,化学制品,2025-04-24
70,301291,明阳电气,1.81,4971471031.93,53.6354891357,17.1905,495170944.77,87.67,14.5371,13.511745687796,19.01,1.044533290551,22.2037835053,电网设备,2025-04-24
71,301285,鸿日达,0.15,720674938.04,21.3447834672,4.4302,30998055.03,-36.99,-67.5572,5.170709563313,2.92,0.42131211153,19.5183389813,电子元件,2025-04-24
72,301270,汉仪股份,0.4143,217146303.36,1.9804770666,3.0001,41432957.18,-25.15,-57.1403,10.8507270325,3.82,0.5969179316,79.9622689557,互联网服务,2025-04-24
73,301230,泓博医药,0.27,489717074.89,2.262196222,-5.4438,37619249.09,-44.0,-163.7351,10.383915471208,3.39,0.193810456061,30.8754697912,生物制品,2025-04-24
74,301228,实朴检测,-0.78,373831957.9,6.3625232998,55.1108,-93538376.83,-420.84,-5.8768,6.721537543,-10.84,-0.1136783105,20.4744590618,专业服务,2025-04-24
75,301223,中荣股份,1.06,2592515631.25,4.8178921553,12.7496,203973495.08,-4.4,-19.2558,14.7813485676,7.36,1.576427082339,20.8790353021,包装材料,2025-04-24
76,301211,亨迪药业,0.61,663025874.35,28.7649485568,-11.7839,176116201.67,40.0,0.3975,8.182933477153,7.63,0.475914846215,40.1720856899,化学制药,2025-04-24
77,301203,国泰环保,1.85,309479702.3,-15.5172952515,0.0952,138567809.29,-6.49,-19.3516,17.940151264375,11.43,2.150062968125,58.5325758826,环保行业,2025-04-24
78,301182,凯旺科技,-0.59,546259136.87,8.2659526034,24.197,-56820236.77,-276.15,-91.4458,9.484692086031,-6.03,-0.135719793742,7.4641175988,消费电子,2025-04-24
79,301150,中一科技,0.29,3415405324.21,17.9611534776,2.9978,53100549.61,-87.15,415.8571,28.421790938329,1.38,0.789967814613,6.1299147696,电池,2025-04-24
80,301141,中科磁业,0.58,484597566.06,-21.74562102,-10.9074,48131964.23,-46.15,-15.6032,14.312989138246,4.6,1.004852351356,15.7437880199,小金属,2025-04-24
81,301129,瑞纳智能,0.5,431577441.19,-33.3469973072,252.3111,67156334.33,-66.59,923.1173,12.409008755732,4.05,-0.532845776314,55.6554324683,仪器仪表,2025-04-24
82,301123,奕东电子,0.009,1469845458.06,-5.9857520201,0.3822,2142439.37,-98.44,-1092.1702,12.757251727183,0.07,0.320052581336,15.2350528508,消费电子,2025-04-24
83,301117,佳缘科技,-0.06,227392776.98,-15.6310666591,-27.0129,-5352891.52,-108.69,-885.1808,14.121358953235,-0.41,-0.56856367017,48.0724653315,软件开发,2025-04-24
84,301112,信邦智能,0.38,498190715.28,-9.3921837753,20.3163,42412473.26,-34.81,-106.467,11.14206765385,3.49,0.155745148848,23.2830006265,专用设备,2025-04-24
85,301102,兆讯传媒,0.3305,597238817.86,3.5620790245,-7.8113,134194329.15,-30.75,-73.4982,10.367871050414,4.53,1.547642042138,41.950007752,文化传媒,2025-04-24
86,301090,华润材料,0.2576,17224984630.37,-0.5879064984,-23.1257,381133718.5,-53.73,-151.1043,4.826335539531,5.4,-0.175781326725,4.6648392217,化学原料,2025-04-24
87,301068,大地海洋,0.51,937504798.77,17.1804723247,-5.854,55467683.74,0.38,143.7552,9.81697715369,6.89,0.285701047381,17.9043577452,环保行业,2025-04-24
88,301065,本立科技,0.56,697893051.87,-8.019391002,-4.32,59615904.53,-0.31,-31.9691,12.227712894454,4.69,0.867016120449,17.1082594303,化学原料,2025-04-24
89,301048,金鹰重工,0.55,3058667326.39,-6.1800706542,104.8814,295667256.79,-2.17,237.0412,4.652022965747,12.62,0.639610346886,18.5735849142,交运设备,2025-04-24
90,301046,能辉科技,0.39,590783844.77,54.7881172658,-30.5931,58193857.95,122.6,-3.2581,5.419833293413,7.2,-1.071190693776,22.0152178705,光伏设备,2025-04-24
91,301045,天禄科技,0.09,596417820.9,-8.6652861936,-12.9643,8837172.73,-67.56,-176.7374,8.89260729769,1.03,0.03111163511,17.5039485494,光学光电子,2025-04-24
92,301040,中环海陆,-0.3219,624618029.05,-40.0388566451,1.212,-32190380.77,-181.12,-523.6769,9.50396795686,-3.04,0.917236734175,6.0099973718,风电设备,2025-04-24
93,301022,海泰科,0.2799,572438348.9,14.4147064599,5.9131,23286753.69,-57.17,-1264.497,10.944984902764,2.46,-0.515341738462,22.5902809322,汽车零部件,2025-04-24
94,301019,宁波色母,0.61,451229122.44,-2.7828262144,-13.3557,101942009.14,1.47,-11.6489,9.147840671583,9.52,0.804596161667,35.2163543214,塑料制品,2025-04-24
95,301015,百洋医药,1.36,8255997671.62,9.9389826062,11.1237,712060934.38,29.55,-15.3975,5.310522374393,27.25,1.521075560662,33.2951305579,医药商业,2025-04-24
96,300970,华绿生物,0.26,996221375.81,32.5478249124,10.1027,30348940.26,-61.22,-44.7985,13.128104037286,1.98,1.413814872515,13.5216743257,农牧饲渔,2025-04-24
97,300966,共同药业,0.2,566399208.58,-6.3139374421,54.723,23005014.76,-42.78,-95.8487,7.427690087818,2.45,0.591023506886,22.0905421502,化学制药,2025-04-24
98,300958,建工修复,0.46,1246610311.68,-1.8231461312,18.0453,68349601.3,-30.1,-16.2689,8.859089942687,5.61,-0.473912162904,23.6052515051,环保行业,2025-04-24
99,300921,南凌科技,0.29,603709923.41,6.4180735859,18.9982,37524980.5,-34.52,2884.844,6.301751415849,4.49,0.327898843832,32.0966206428,通信服务,2025-04-24
100,300915,海融科技,0.9946,954567880.97,9.9525499347,5.9224,89511362.58,-4.07,33.3601,16.745668901222,6.06,1.343012474444,35.0724414569,食品饮料,2025-04-24
101,300911,亿田智能,1.2935,1227258178.24,-3.8010133231,-13.3235,179018655.43,-14.64,-91.7621,13.714620439096,12.8,1.425598266773,48.664440847,家电行业,2025-04-24
102,300868,杰美特,-0.7272,676481461.43,-5.9344027163,-6.2155,-91622868.58,20.69,-1525.9019,11.986580418125,-5.8,-0.485052232188,17.7846629818,电子元件,2025-04-24
103,300850,新强联,1.12,2823631763.98,6.4134462848,-16.6095,374844185.88,18.58,-85.2282,13.697313568759,8.87,-0.220273976951,26.2883321561,风电设备,2025-04-24
104,300845,捷安高科,0.45,355987486.35,18.155361516,398.4249,50339530.72,12.44,1475.0693,7.318940398332,6.4,0.743489946412,51.8305808251,软件开发,2025-04-24
105,300827,上能电气,0.81,4932663144.7,110.9290138941,43.0739,285866081.77,250.48,5.5999,4.905703751574,20.3,-0.101107038559,17.119588414,光伏设备,2025-04-24
106,300809,华辰装备,0.47,479163009.73,42.4751309132,27.871,117749004.86,149.41,-49.0656,6.201700450479,7.77,0.095592122208,34.243966176,通用设备,2025-04-24
107,300787,海能实业,0.4752,1903137344.18,-20.2353535863,-7.8044,128780872.64,-60.5,-47.5708,6.793674583207,7.88,1.316931688919,28.0569824507,消费电子,2025-04-24
108,300757,罗博特科,0.5,1571536843.61,73.9970263563,8.4156,77132766.27,195.05,163.6,8.898550431109,8.32,-0.252737607808,21.9106377754,专用设备,2025-04-24
109,300756,金马游乐,0.31,738455355.95,81.9565011379,-70.1062,46164835.39,287.49,-291.0009,8.80196028671,3.82,0.130312107102,34.5651580266,旅游酒店,2025-04-24
110,300752,隆利科技,0.21,1026254682.16,-18.0348104484,-0.7053,45673970.56,113.85,250.5482,4.817579029475,4.86,-0.661961866516,13.0591548336,光学光电子,2025-04-24
111,300746,汉嘉设计,0.05,2273849333.97,-9.0308637873,88.5467,10922032.29,-33.47,-560.5763,5.437702581194,0.86,0.238165478217,12.6861794935,工程咨询服务,2025-04-24
112,300733,西菱动力,-0.3475,1519609636.73,37.2434519182,24.2733,-105679036.62,-385.68,-2271.4595,5.15330169953,-6.41,0.417192284203,9.4436595091,汽车零部件,2025-04-24
113,300724,捷佳伟创,4.69,8733427188.69,45.4348994152,0.2713,1633562727.98,56.04,-12.7655,25.100350866348,20.45,10.102226131256,27.7425504341,光伏设备,2025-04-24
114,300705,九典制药,0.77,2692511461.24,15.7464145334,18.4179,368260790.68,36.54,-48.1406,5.471108876694,21.22,1.249285067596,77.1508056338,化学制药,2025-04-24
115,300701,森霸传感,0.21,294958084.14,18.0251922917,26.5266,56444131.01,31.33,30.9905,3.011914511778,7.19,0.194868598815,38.2624721235,光学光电子,2025-04-24
116,300700,岱勒新材,0.3271,848097648.65,31.9586163147,-62.7868,112457392.05,23.63,-168.3466,4.599169303524,11.46,0.11727807842,36.3723689425,通用设备,2025-04-24
117,300689,澄天伟业,0.08,394279154.06,-26.2614102701,3.2137,8917630.54,-78.94,-61.3933,5.945422917301,1.31,0.615466843166,17.259799591,通信设备,2025-04-24
118,300684,中石科技,0.2594,1257911746.32,-20.9940934965,-2.5726,73756521.69,-61.87,-1.3324,6.330604452104,4.3,0.633320036058,25.1051441028,消费电子,2025-04-24
119,300677,英科医疗,0.58,6918724492.0,4.6102057515,7.4229,382997569.0,-39.12,38.3354,24.433495127381,2.4,0.765860223955,13.6976336042,医疗器械,2025-04-24
120,300655,晶瑞电材,0.01,1299415109.42,-25.5690779394,2.8127,14822793.0,-90.93,-164.9777,2.178645332401,0.81,0.144280817337,23.6109745243,电子化学品,2025-04-24
121,300652,雷迪克,1.17,651881134.6,0.6150247323,7.6914,120379417.02,16.03,-30.2456,12.882534567801,9.41,1.084127123334,31.994518281,汽车零部件,2025-04-24
122,300650,太龙股份,0.21,2644590150.77,-18.2596169113,16.2196,42834849.71,-21.49,7.9788,5.471444966092,3.71,2.812561360067,9.4359700696,光学光电子,2025-04-24
123,300645,正元智慧,0.3,1224652724.77,14.9862353819,76.748,41851331.91,-41.23,-41.1759,7.497381899867,3.96,1.080941897272,41.8476413276,互联网服务,2025-04-24
124,300594,朗进科技,-0.03,902196410.63,17.0578140332,60.9491,-3171317.52,94.53,-354.4041,10.065927928126,-0.35,-0.832486324555,23.077290471,交运设备,2025-04-24
125,300591,万里马,-0.1764,617893004.2,29.9177638529,7.0843,-71552794.26,66.33,-5239.7101,1.208003497056,-13.71,0.019249695846,18.1229003774,纺织服装,2025-04-24
126,300589,江龙船艇,0.1167,1186818268.13,74.4010220112,102.3473,44074302.42,236.45,833.3959,2.167461901882,5.59,1.197325478461,13.4653093916,船舶制造,2025-04-24
127,300576,容大感光,0.36,799341627.04,8.7035683438,4.7668,85485730.67,62.25,-81.9669,5.050960577666,8.48,0.092762260908,35.9625767314,电子化学品,2025-04-24
128,300572,安车检测,-0.3,462303482.51,3.2422712172,-47.9353,-58522011.66,-86.34,-4279.1322,8.943149295652,-3.33,0.280598664925,37.7753221978,专业服务,2025-04-24
129,300569,天能重工,0.2745,4235481121.87,1.2602966018,24.7929,251454371.65,9.58,-42.8471,5.417538622408,5.2,-0.519578123347,19.9635457614,风电设备,2025-04-24
130,300550,和仁科技,0.15,439252256.21,21.9026817719,51.1544,39116183.9,146.95,68.6589,4.110565341066,3.69,0.317548180552,38.4664465444,软件开发,2025-04-24
131,300537,广信材料,0.0356,509936696.25,2.4233727549,-23.6846,6897191.46,121.56,-284.7626,3.877268948187,1.24,0.131666897301,35.7728416687,电子化学品,2025-04-24
132,300498,温氏股份,-0.9707,89921099545.85,7.4003933559,7.293,-6389662358.5,-220.81,-1270.2404,4.850604622765,-17.6,1.141596601805,0.8403652328,农牧饲渔,2025-04-24
133,300474,景嘉微,0.13,713248175.43,-38.1899122136,96.6695,59681142.77,-79.35,89.7997,7.460577881883,1.79,0.575927433001,59.5216733662,电子元件,2025-04-24
134,300461,田中精机,0.07,259947042.36,36.4292579831,-8.0431,9875789.48,115.56,299.0237,4.341919070136,1.47,-0.590877543567,33.2484087164,专用设备,2025-04-24
135,300449,汉邦高科,-0.43,133028101.09,7.1893682102,243.8129,-127346787.9,-4.31,-200.4122,1.089864991101,2023.0,-0.008627579679,15.1820961921,计算机设备,2025-04-24
136,300442,润泽科技,1.03,4350788339.36,60.2653379502,67.2917,1761820497.58,47.03,53.5149,4.952867745477,22.54,0.722972929442,48.5722469678,互联网服务,2025-04-24
137,300438,鹏辉能源,0.09,6932475479.75,-23.5391882624,-12.589,43102038.12,-93.14,-1091.419,10.730489602992,0.97,0.824644341805,15.9154047965,电池,2025-04-24
138,300430,诚益通,0.63,1175510911.0,20.6338531501,-11.6497,170081900.87,36.3,-20.5958,7.863466998662,7.25,0.055290462107,42.5926329135,通用设备,2025-04-24
139,300411,金盾股份,0.03,485704169.66,13.8675066166,22.9662,10294462.16,-23.78,-207.6935,2.285184791704,1.12,0.158772006737,24.9567303931,专用设备,2025-04-24
140,300408,三环集团,0.82,5726688546.9,11.2110745952,9.7695,1580985985.13,5.07,6.7977,9.513813018301,8.95,0.896932074529,39.8338178453,电子元件,2025-04-24
141,300333,兆日科技,-0.2041,144537519.38,1.487861977,18.2499,-68571287.3,46.27,-224.7669,1.888526668065,-10.25,-0.110506550179,56.2030994225,软件开发,2025-04-24
142,300331,苏大维格,-0.18,1722672186.4,0.4000314942,0.4453,-45687927.18,83.63,-8103.1426,6.41095662687,-2.7,-0.043269095305,19.5179081496,光学光电子,2025-04-24
143,300299,富春股份,0.0124,331285613.68,-17.7728644739,34.1739,8601346.03,-78.78,122.2774,0.838454220251,1.49,0.033982219783,43.4207022974,游戏,2025-04-24
144,300296,利亚德,0.11,7614999952.95,-6.6060458516,-20.5945,285710819.57,1.6,-242.8583,3.266824903162,3.51,0.353462598517,30.6735274346,光学光电子,2025-04-24
145,300291,百纳千成,-0.1992,431636538.22,-7.9275998687,261.523,-185912219.03,-995.84,-3500.5905,3.821265000681,-5.03,-0.340265502949,2.4668631168,文化传媒,2025-04-24
146,300252,金信诺,-0.5,1998262122.62,-6.2458820765,-11.3075,-326523633.77,13.57,-1229.1541,3.134458518215,-14.82,-0.04021401486,14.6989672473,通信设备,2025-04-24
147,300248,新开普,0.2257,1061398529.17,-0.7761257105,104.2123,107512869.92,-4.37,371.9762,4.412076289381,4.8,0.251875478879,57.9410127166,互联网服务,2025-04-24
148,300239,东宝生物,0.202,974512217.68,3.298210513,12.0897,119885372.42,9.55,-18.6198,2.750931839455,7.46,0.335905132235,25.5324410783,生物制品,2025-04-24
149,300231,银信科技,0.2533,1976466094.94,-18.4300614841,11.6531,106112010.44,-38.95,-133.8585,3.680622807468,6.68,0.783640460871,23.1904463468,互联网服务,2025-04-24
150,300219,鸿利智汇,0.3,3759357582.13,3.3808522064,16.1627,211847475.58,18.61,-70.6279,3.639686776956,8.57,0.727355808558,22.3678229604,光学光电子,2025-04-24
151,300217,东方电热,0.43,4106171684.38,7.5232517055,-27.1008,643543838.8,113.28,-85.0697,2.626312745873,17.86,0.042657073484,23.5502421912,家电行业,2025-04-24
152,300206,理邦仪器,0.3818,1937988917.83,11.2244742156,-4.4462,221301109.0,-5.0,-152.1949,3.378379185178,11.75,0.259512792786,57.334698713,医疗器械,2025-04-24
153,300194,福安药业,0.19,2647752954.05,9.3325645091,1.5738,231869165.29,13.32,-121.959,3.483871574928,5.76,0.276519040927,53.3646545116,化学制药,2025-04-24
154,300168,万达信息,-0.63,2458573579.02,-23.7305613936,11.3554,-898566433.91,-209.99,-132.9898,1.612985284534,-34.39,-0.10322391302,19.8462389067,互联网服务,2025-04-24
155,300155,安居宝,-0.07,360960480.6,-17.3949491784,8.0346,-39184705.2,15.96,-2137.2847,2.333222569517,-2.95,0.147621819779,39.567512627,计算机设备,2025-04-24
