序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
3006,839322,光尘环保,-0.1,36395113.23,18.2058165349,,-975904.01,65.46,,0.54,-16.47,0.224492502,27.9803289954,,2025-04-16
3007,839275,众信科技,0.02,53988690.7,-8.5817479073,,1006706.62,108.23,,1.21,0.98,0.004458157792,17.3203631701,,2025-04-16
3008,839255,思亿欧,0.22,166421219.14,-13.710468463,,7434534.77,-67.0,,1.73,9.36,0.590536548479,69.5349810126,,2025-04-16
3009,839239,集华股份,0.31,74336686.36,-11.3957689692,,3677264.07,-15.78,,2.66,10.9,1.256229795833,23.5357260818,,2025-04-16
3010,839202,骏途网,0.14,246678672.38,144.003225882,,5922028.67,227.89,,3.1,4.54,0.299511235814,14.7638625336,,2025-04-16
3011,839155,聚塔科技,0.092,10721159.0,39.2742828087,,1840831.08,133.49,,0.43,23.99,0.045699159,19.1810765982,,2025-04-16
3012,839132,其目股份,-0.21,0.0,,,-1046253.24,-507.45,,0.21,-65.65,0.029862988,,,2025-04-16
3013,838752,云谷科技,-0.09,31948685.37,-27.9366810523,,-5187271.64,305.22,,0.62,-13.0,0.179101220632,15.5063448234,,2025-04-16
3014,838736,达意科技,0.02,44828822.62,13.9212887686,,1061666.95,-42.93,,1.24,1.51,0.231921813838,46.8259997991,,2025-04-16
3015,838491,英堡龙,0.05,11928128.8,25.5711086687,,650282.29,162.33,,0.96,5.82,0.0156985975,34.0141573589,,2025-04-16
3016,838408,天锐股份,0.8,60616780.84,4.9241636389,,7966997.41,-1.41,,3.74,19.46,2.048876434,88.3299625748,,2025-04-16
3017,838404,美陵股份,0.18,600518969.69,6.8169392504,,11413847.36,748.0003412295,,3.73,4.86,0.991669277239,15.3465473318,,2025-04-16
3018,838316,豪微云链,0.11,44552005.67,92.5792377432,,1302908.62,689.7,,1.43,7.89,-0.42871506,22.2156048671,,2025-04-16
3019,838247,联洋人才,-0.01,9984848.38,-34.9398564149,,-117309.74,83.7265288368,,0.21,-4.49,-0.047897294167,34.9020212163,,2025-04-16
3020,838174,诚骏科技,0.01,170073868.15,-20.7529856103,,433113.28,-97.0,,3.14,0.46,0.565902805667,13.4561847737,,2025-04-16
3021,838104,万吉科技,0.31,141376520.22,-0.5964723026,,10388845.41,271.61,,3.66,11.39,-0.671917099379,25.6145919659,,2025-04-16
3022,837925,港渊科技,0.16,31051722.51,-36.7948229088,,3233187.34,6.54,,2.22,7.55,0.126662853,31.7527068807,,2025-04-16
3023,837922,海逸风,0.065,40056050.41,7.1807704961,,1497900.62,-22.88,,2.17,2.94,0.268611152408,52.1283853907,,2025-04-16
3024,837918,力力惠,0.42,343525157.21,-1.2682709715,,12893323.25,13.74,,2.58,17.38,0.533372804519,13.4383953289,,2025-04-16
3025,837838,艾格生物,0.1,63104643.79,10.7381118617,,3159826.76,743.6,,1.92,4.99,0.05771365792,21.3509891044,,2025-04-16
3026,837591,天骑医学,-0.45,5333105.94,-67.9402159195,,-9035560.02,-1472.03,,0.25,-94.92,-0.172859795139,63.4999941516,,2025-04-16
3027,836957,汉维科技,0.23,467189117.96,-4.2410479508,8.318,24348646.98,-32.54,25.0493,3.63,6.23,0.295860759476,14.1469014965,化学原料,2025-04-16
3028,836885,恒达时讯,0.06,61768333.15,38.7164608828,,4106869.16,106.94,,2.09,3.15,0.032163362543,40.1043883277,,2025-04-16
3029,836866,AB集团,0.94,429081584.02,-3.9666126186,,80471613.24,6858.31,,4.2,24.89,0.026908086521,13.7457013856,,2025-04-16
3030,836733,四联环保,-0.15,3536572.34,-65.7835228347,,-4471096.08,-400.4,,0.54,-24.28,-0.058989670667,24.7458368121,,2025-04-16
3031,836652,北创网联,0.1,21906562.97,80.0488298683,,1372473.95,136.5343914164,,0.94,11.17,-0.23789166727,26.44953185,,2025-04-16
3032,836636,金谷高科,-0.0669,459677034.78,21.1741878012,,-1345252.61,-260.15,,1.38,-4.74,-0.245143100293,0.7812144415,,2025-04-16
3033,836439,聚能纳米,0.32,9857703.22,-29.4840079576,,2532014.3,-29.77,,1.85,16.69,0.3675920575,58.9180838617,,2025-04-16
3034,836390,北科软件,0.02,67136546.56,15.0743866997,,234160.48,103.95,,2.1,0.82,-0.086918786001,41.8517692966,,2025-04-16
3035,836237,长虹民生,0.31,2131346101.33,-7.3500264643,,37775615.32,-13.56,,6.04,5.17,0.749093387912,5.3580667663,,2025-04-16
3036,836108,五星铜业,-0.06,3464705268.67,49.856346818,,-12887672.6,85.05,,2.01,-3.19,0.05523341135,-2.005167171,,2025-04-16
3037,835888,尚阳股份,0.08,1169338851.64,39.750335663,,5340985.8,-48.49,,4.46,1.7,0.020592114676,11.9714012883,,2025-04-16
3038,835746,兆信电力,0.15,23462077.38,-4.9371905372,,2968493.93,-23.59,,2.09,7.36,0.5495796665,50.9266231054,,2025-04-16
3039,835685,麦科三维,0.0885,10157255.72,-3.0186911896,,884660.63,-24.07,,1.33,6.87,0.557527273,39.1466665762,,2025-04-16
3040,835352,量邦科技,0.0009,283018.87,-26.1083742428,,8667.35,107.38,,0.01,11.22,-0.000988167,87.633333424,,2025-04-16
3041,835296,澳菲利,0.72,918592718.54,15.1053551397,,29912333.18,9.21,,3.74,21.32,0.563144941205,5.9551296658,,2025-04-16
3042,835169,新华物流,0.56,108435363.44,34.2602932713,,4458975.4,-43.95,,1.44,47.85,-0.74156301875,5.7455086813,,2025-04-16
3043,835156,丽江文旅,0.55,81747068.7,96.4825298609,,31941975.11,249.45,,2.27,27.02,0.958965101389,71.8190198176,,2025-04-16
3044,835135,启光智造,0.03,97896950.46,-12.3316319855,,1042347.86,-28.52,,1.1,2.99,0.117204133081,22.6230492839,,2025-04-16
3045,835080,蓝川环保,0.47,35305977.57,8.6692996948,,9492347.56,21.0,,3.71,12.34,0.7249757615,42.0072707535,,2025-04-16
3046,834972,英冠陶瓷,-0.01,21044202.49,-15.8050414799,,-71299.41,-100.92,,1.35,-0.26,-0.043189668776,35.8970984222,,2025-04-16
3047,834782,海伊教育,0.02,1805807.84,37.5619668911,,102027.3,118.24,,0.15,15.09,0.12189988,49.8270735163,,2025-04-16
3048,834730,联君科技,0.56,58987147.55,20.9128140953,,14008405.31,47.66,,5.12,11.57,0.7767044096,56.8135307807,,2025-04-16
3049,834590,仓谷数字,-0.17,678045.79,-90.2868391632,,-2010429.52,-48.5,,0.65,-23.74,-0.201703716522,54.2429501701,,2025-04-16
3050,834477,华艺股份,0.15,38839955.06,-8.2775496259,,2959920.7,-25.98,,1.3,11.38,-0.041769244615,18.0069486157,,2025-04-16
3051,834426,ST发现者,-0.02,8072115.43,15.0433936278,,-274546.45,-80.64,,0.04,5.83,0.019529922744,44.3441138948,,2025-04-16
3052,834422,鑫光正,0.4,935578366.96,28.4007631802,,46020391.48,176.84,,2.13,19.78,0.58479693327,20.816319002,,2025-04-16
3053,834199,同里旅游,-0.32,76151489.24,53.1681798224,,-15937744.1,33.47,,1.26,-22.69,0.0238630014,67.2912190575,,2025-04-16
3054,834135,龙盛股份,-0.1,161046019.72,-7.8916244805,,-3018269.43,-166.08,,1.07,-8.95,0.698379607667,14.3428021755,,2025-04-16
3055,834038,诚信小贷,0.04,10721531.8,-4.3156271141,2.8544,4139656.27,149.8,-211.3527,1.07,3.96,-0.0737153931,,,2025-04-16
3056,834012,浦敏科技,-0.01,36203072.83,17.8746378304,,-427791.36,84.87,,0.82,-1.62,0.072319342957,17.3383015013,,2025-04-16
3057,833760,天然谷,0.099,162101876.97,19.9009631539,,8403130.57,62.0,,1.41,7.21,0.226054677032,18.4809875185,,2025-04-16
3058,833443,皇达科技,-0.13,1119413.38,-68.2916721364,,-2572392.96,-1291.36,,0.44,-25.28,-0.112919745,4.4976155279,,2025-04-16
3059,833077,伯肯节能,0.1,150075782.69,29.4482157609,,6989049.81,-51.06,,3.43,2.99,-0.104308289386,28.2186816893,,2025-04-16
3060,833060,顺治科技,-0.04,7924362.9,65.7786825649,,-731641.25,58.23,,0.04,-63.67,0.032420947778,27.1305150601,,2025-04-16
3061,832950,益盟股份,0.12,688979186.08,-3.9218347143,,51914984.28,-21.27,,5.15,2.25,0.15927505772,90.5595058669,,2025-04-16
3062,832920,去吧看看,-0.11,3263277.99,-44.7040239919,26.258,-1620473.74,-138.06,-644.0459,0.76,-13.76,-0.036584520587,45.2143744579,,2025-04-16
3063,832885,星辰科技,0.074,135067945.88,8.768530361,57.6239,12733010.52,-45.47,129.47,2.16,3.45,0.119054225124,43.2293468814,通用设备,2025-04-16
3064,832839,共同管业,0.0,317900215.2,15.6260985836,,676642.39,-93.13,,1.97,0.22,0.146775269981,33.9418267276,,2025-04-16
3065,832642,确信信息,-0.37,55471483.93,10.4891802889,,-19364297.35,2.9385786296,,1.35,-24.11,-0.340806006608,27.9051345905,,2025-04-16
3066,832627,锦达保税,0.33,159904732.51,11.1354900834,,11916592.74,15.48,,2.45,14.62,0.669169247383,16.7046460856,,2025-04-16
3067,832531,元丰科技,0.15,52011426.55,149.1454861564,,3273109.69,135.78,,1.61,9.57,0.311605054156,33.6580310351,,2025-04-16
3068,832355,动脉智能,-0.09,43152183.98,-28.2126032809,,-1810181.52,-261.85,,1.16,-7.0,-0.177140325853,26.2323347649,,2025-04-16
3069,832323,聚丰股份,0.6,45974551.32,-26.4089352494,,11523638.01,-40.04,,6.75,12.69,1.548997158394,44.5960768324,,2025-04-16
3070,832302,世昌集团,-0.21,457442571.07,-7.0461897535,,-6180087.44,42.35,,0.88,-20.87,1.238654548418,7.8550030501,,2025-04-16
3071,832189,科瑞达,0.81,115734591.89,14.4045920025,,37205473.53,-6.47,,5.28,15.97,0.859453822727,57.8838378103,,2025-04-16
3072,832175,东方碳素,0.67,377559500.25,5.9424752138,33.0229,69026082.61,-31.49,-6.8614,7.19,10.84,-0.589362141681,33.4178460233,非金属材料,2025-04-16
3073,832151,听牧肉牛,0.11,673776968.99,-4.3235696013,,12517350.08,30.86,,1.97,5.62,0.137916529251,7.1922393611,,2025-04-16
3074,832105,宇宏新科,-0.46,82833820.87,-17.0764076161,,-13840085.59,-2.5,,0.88,-41.43,-0.111554948837,6.7284107644,,2025-04-16
3075,832103,星驿物流,-0.36,5171585.29,-6.8037224461,,-5023269.69,3.47,,2.12,-15.76,-0.126834627338,-60.7911865261,,2025-04-16
3076,832045,红星药业,0.1,23367331.8,29.2924869646,,2150779.54,11.72,,1.41,6.48,0.113484772313,43.3715349563,,2025-04-16
3077,831779,卓越信通,0.2574,102265890.63,4.8395048541,,16571583.18,-16.19,,2.98,8.86,0.308150170402,55.4429366827,,2025-04-16
3078,831754,康能生物,0.0577,40839656.9,79.1070135382,,3801919.51,-223.94,,0.63,9.6,0.047906607593,55.3335655961,,2025-04-16
3079,831737,地浦科技,-0.49,126345876.86,-26.664053875,,-68962983.25,926.69,,1.23,-33.42,0.086493239368,8.1296531436,,2025-04-16
3080,831714,福航环保,0.1,75609826.94,3.9129671789,,4634185.68,-63.26,,2.89,3.4,-0.046840135208,34.0545931291,,2025-04-16
3081,831657,贝克福尔,0.3992,211542829.22,61.2895454614,,23954078.83,104.9,,2.09,33.75,0.11290935375,29.8756892933,,2025-04-16
3082,831469,金磊建材,0.21,104284022.57,-41.3466309652,,8081019.91,-71.31,,4.19,5.14,0.186680907273,21.374886268,,2025-04-16
3083,831389,万和过滤,0.4,127992175.59,-11.7946137375,,12015740.95,-37.63,,3.35,12.72,0.109973819667,37.5493629266,,2025-04-16
3084,831085,博冠股份,0.0254,163388887.71,-7.4430536878,,2540086.06,120.99,,0.48,5.41,0.047693312023,26.727316981,,2025-04-16
3085,830964,润农节水,0.13,749574065.89,13.5863569444,127.4624,33287377.04,-32.85,83.6618,3.43,3.76,-0.302010405079,18.4090921604,工程建设,2025-04-16
3086,830890,海魄科技,-0.01,14518191.63,5.3449542914,,-286916.48,82.78,,0.14,-9.54,0.02730668546,37.8508672433,,2025-04-16
3087,830810,广东羚光,-0.82,412946417.92,-33.596137391,,-177921052.42,-632.32,,1.59,-41.07,-0.471900353733,-5.2835598938,,2025-04-16
3088,830782,泰安众诚,0.42,319637599.48,6.4178095162,,44025070.21,12.7,,3.15,13.71,0.1446261171,38.2998818628,,2025-04-16
3089,830769,华财股份,-0.01,108408566.61,1.476835711,,-435852.73,91.24,,1.04,-0.83,0.057173473922,37.6815964802,,2025-04-16
3090,688698,伟创电气,1.02,1304882452.8,44.0283430557,11.9786,190801582.92,36.38,-32.4129,9.178340087201,15.12,0.02512200375,37.737309646,专用设备,2025-04-16
3091,688615,合合信息,4.31,1186523789.83,20.0373928568,5.735,323181252.94,13.908381909,-47.0999,13.310951745867,38.62,6.0153097044,84.253781951,软件开发,2025-04-16
3092,688296,和达科技,-0.27,343051787.79,-27.1008239525,120.8508,-29505582.13,-156.7,-5.946,6.502751794248,-4.09,0.342617900805,29.6398279266,软件开发,2025-04-16
3093,688293,奥浦迈,0.47,243124039.96,-17.4074928693,41.6188,54038487.99,-48.72,104.9412,18.807801080242,2.48,0.504935129298,58.8466185917,专业服务,2025-04-16
3094,688230,芯导科技,0.82,320426744.62,-4.6768424864,4.6458,96487677.18,-19.23,24.3478,18.899229388095,4.39,0.587412635204,34.5926487882,半导体,2025-04-16
3095,688026,洁特生物,0.25,463097581.69,-24.0605126712,0.3375,34788457.58,-60.34,89.3479,7.317159634696,3.03,0.960410810182,30.6221245709,塑料制品,2025-04-16
3096,688019,安集科技,3.15,1237871129.22,14.9596685168,5.0748,402733766.5,33.6,8.5797,21.439744437009,21.47,3.393894852782,55.814716311,电子化学品,2025-04-16
3097,603991,至正股份,-0.596,239419249.63,84.8455615342,44.3876,-44423464.54,-164.1016749009,-575.6159,3.43921431151,-15.95,-0.561618130586,16.6096205595,塑料制品,2025-04-16
3098,603938,三孚股份,0.51,2128988328.43,-19.6098853429,1.3448,195442003.85,-73.87,166.858,6.263419941588,8.39,1.04661615529,23.8672213973,化学制品,2025-04-16
3099,603920,世运电路,0.93,4519080877.22,1.9646269087,-2.3129,495524652.31,14.17,-32.1566,5.869404906108,16.08,2.674951506341,21.2589264101,电子元件,2025-04-16
3100,603717,天域生物,-1.591,670454363.38,-29.0460288435,-51.9525,-461636824.63,-47.8681808557,-1321.6725,2.225285277004,-52.68,-0.606350956021,-34.4176697541,农牧饲渔,2025-04-16
3101,603529,爱玛科技,2.2,21036120862.29,1.1244374235,-50.5387,1881115782.35,0.41,-51.1769,8.445506034668,25.4,2.162921621672,16.5109096791,交运设备,2025-04-16
3102,603501,韦尔股份,0.47,21020641622.86,4.6939622627,-4.5592,555623916.73,-43.89,-13.0429,17.452069064162,2.98,6.199079195697,21.7607240239,半导体,2025-04-16
3103,603399,永杉锂业,-0.65,7505182844.33,6.2947006176,-38.2183,-337313759.76,-168.52,30.8948,3.498954015345,-16.47,1.968235176064,3.1691150258,小金属,2025-04-16
3104,603355,莱克电气,1.95,8792205800.04,-11.521314872,40.713,1116885327.69,8.42,45.5899,7.444119409616,25.6,1.464301357725,25.3951825559,家电行业,2025-04-16
3105,603237,五芳斋,0.84,2635308278.96,7.0350556188,-59.9937,165737581.93,19.74,-401.8049,12.270397708945,9.55,1.945625117853,36.3913664734,食品饮料,2025-04-16
3106,603183,建研院,0.22,892245414.48,10.7251250784,75.649,112121577.58,8.61,1303.5885,3.150693222642,7.36,0.151140740225,51.7699017124,专业服务,2025-04-16
3107,603182,嘉华股份,0.67,1694517065.04,5.052367718,9.3751,110135183.05,-3.71,2.1436,6.254301653358,11.09,0.226917748162,12.6562245807,农牧饲渔,2025-04-16
3108,603161,科华控股,0.92,2614824170.15,15.5774256924,2.5195,123204613.08,530.94,102.3613,10.430406643178,9.29,4.062517048201,17.1354569732,汽车零部件,2025-04-16
3109,603129,春风动力,6.7,12110347152.11,6.4363611029,-5.4467,1007519139.18,43.65,-17.7083,33.49075516714,21.67,9.203448941057,32.7279463497,交运设备,2025-04-16
3110,603027,千禾味业,0.5352,3206797965.72,31.6164682858,9.3549,530447940.83,54.22,9.8056,3.553747203338,17.72,0.457338677217,37.1462891272,食品饮料,2025-04-16
3111,603001,奥康国际,-0.237,3086055513.19,12.0516814905,11.9074,-93278937.07,75.0821243038,97.0022,7.259822724251,-3.2,1.274749970846,43.7301888129,纺织服装,2025-04-16
3112,601668,中国建筑,1.31,2265529244000.0,10.2419387359,6.5167,54264173000.0,6.5,-27.7187,9.98,13.36,0.263126213725,9.8345856091,工程建设,2025-04-16
3113,601339,百隆东方,0.34,6913888269.68,-1.0756225687,-2.6709,504043563.74,-67.75,-117.4812,6.529096842433,5.08,0.5392300601,8.6487788156,纺织服装,2025-04-16
3114,600822,上海物贸,0.28,7866901093.17,56.6461571603,-0.3912,140012045.25,133.21,139.748,2.327038085168,12.89,0.595769028367,4.5717073268,汽车服务,2025-04-16
3115,600795,国电电力,0.314,180998878168.94,-7.0246945871,-12.2956,5608589563.0,104.41,-100.5948,2.733982887536,11.834,2.387570541584,14.6184090418,电力行业,2025-04-16
3116,600749,西藏旅游,0.0642,213042230.62,76.5099713174,-55.6662,14502610.55,149.3611435764,-146.5295,4.487842169698,1.4413,0.378079503901,35.3976235231,旅游酒店,2025-04-16
3117,600746,江苏索普,0.0161,5406082197.41,-24.6230594067,1.7664,18833121.51,-96.46,57.0142,4.518056842568,0.35,0.535731363158,7.6160155942,化学原料,2025-04-16
3118,600734,实达集团,0.0171,335479491.0,27.8918782659,11.0664,37195801.2,138.12,514.7846,0.180077017037,9.95,-0.009083373859,41.7769374909,互联网服务,2025-04-16
3119,600689,上海三毛,0.09,1093820090.55,5.8196093925,5.1784,17598818.31,236.2587037539,-153.5004,2.204988398829,4.05,0.269720373827,6.9815151577,纺织服装,2025-04-16
3120,600595,中孚实业,0.29,18792866120.25,7.2855498184,3.8708,1159206321.49,10.4,-3.7482,3.411576388615,8.98,0.4960636983,15.7065501639,有色金属,2025-04-16
3121,600573,惠泉啤酒,0.194,613653110.58,0.0388032175,-90.6597,48533680.86,21.8,-137.0744,4.99105815448,3.95,0.30037375668,29.4751047867,酿酒行业,2025-04-16
3122,600409,三友化工,0.274,21920092341.69,-7.431343161,1.9424,565671519.8,-42.79,13.116,6.5654515268,4.23,0.812695326305,20.3442264363,化学原料,2025-04-16
3123,600271,航天信息,0.11,12574822039.19,-34.89296333,-17.0566,202715323.39,-81.2,-301.2687,7.582614612243,1.45,0.47222840943,29.2776800561,互联网服务,2025-04-16
3124,430645,中瑞药业,0.15,87562392.78,19.4632164255,,5662977.21,-541.18,,4.99,3.05,1.64459567036,35.2613018212,,2025-04-16
3125,430540,五龙制动,0.09,54446841.74,-12.0859530567,,1977641.04,-58.78,,2.22,4.0,0.240025143171,25.5197197412,,2025-04-16
3126,430519,博控科技,-0.29,24784139.9,-29.4811685534,,-3532227.39,-101.16,,1.76,-15.45,0.1200953625,24.0048110364,,2025-04-16
3127,430473,网动股份,0.17,43050087.44,1.3485669298,,6699482.34,9.63,,1.53,11.49,0.229048198882,34.8504653119,,2025-04-16
3128,430471,豪威尔,0.1,59807569.4,22.1304052633,,6016728.9,48.57,,1.61,6.6,0.05925038425,30.657248997,,2025-04-16
3129,430398,励图科技,-0.4,9876043.34,-58.8019790388,,-6993969.39,-136.67,,0.27,-84.4,0.135189925721,46.764886615,,2025-04-16
3130,430366,金天地,-0.05,3197009.3,-91.7605799344,,-10227545.94,-15.8551883824,,0.1,-41.28,-0.009635984832,47.0167118375,,2025-04-16
3131,430350,万德智新,0.01,50798545.92,-26.7202447036,,716376.23,25.56,,1.0,1.4,-0.007857352886,21.7817194363,,2025-04-16
3132,430269,新网程,0.1,22512938.49,56.5715947432,,3362998.33,158.94,,0.49,22.85,0.11998104898,76.6147347565,,2025-04-16
3133,430240,随视传媒,-0.17,348856.81,-64.0894121492,,-6873786.21,15.5263781997,,3.15,-5.32,-0.107991800099,-18.0226609307,,2025-04-16
3134,430204,石竹科技,0.25,32802491.38,21.5862944206,,5679484.24,-10.83,,1.65,16.39,0.303967869008,54.56457768,,2025-04-16
3135,430066,ST南北,0.05,132969487.99,41.9323862408,,1215418.35,113.48,,0.09,66.48,0.15752466599,39.78736553,,2025-04-16
3136,430041,中机非晶,-0.02,1335607.72,18.8528188627,,-1413944.89,66.03,,0.61,-3.97,-0.033020494912,4.8364245753,,2025-04-16
3137,301489,思泉新材,1.2,434247693.42,2.7385998173,-13.0073,54575068.7,-6.6,23.4498,17.288531077315,10.39,2.082840896155,25.1130539143,消费电子,2025-04-16
3138,300967,晓鸣股份,-0.83,830815831.8,5.7676303723,8.2541,-154770978.3,-2213.47,-71.0788,3.433054308337,-19.97,0.322579873291,0.5411719659,农牧饲渔,2025-04-16
3139,300905,宝丽迪,0.62,1197056530.15,51.1828535713,5.2421,99487816.04,112.16,-24.4467,10.255575702725,6.4,0.286981580961,17.2342020735,塑料制品,2025-04-16
3140,300807,天迈科技,-0.74,219976950.49,-33.2186620105,147.2625,-50073687.74,-488.37,96.4603,8.007569069313,-8.78,-0.592360459654,35.2169145892,计算机设备,2025-04-16
3141,300717,华信新材,0.4,327052453.92,-4.997263056,3.9505,40981207.51,2.29,29.811,6.555707370178,6.19,0.841369890635,26.9048345779,塑料制品,2025-04-16
3142,300666,江丰电子,0.96,2601608568.67,11.8863943944,14.5913,255474568.79,-3.35,55.3124,15.72628125465,6.25,0.945712068415,29.2023816518,半导体,2025-04-16
3143,300641,正丹股份,0.02,1537816590.44,-20.0874296865,6.3229,9875124.64,-82.31,-1310.0973,3.032517663219,0.64,0.34291310438,3.8478161991,化学制品,2025-04-16
3144,300623,捷捷微电,0.3,2106360178.68,15.5112677935,29.4,219129187.55,-39.04,64.8411,4.686840992504,5.97,1.26925909183,34.1274364254,半导体,2025-04-16
3145,300608,思特奇,0.07,870493722.55,4.3809795324,208.664,22021691.97,27.6,604.8861,4.78299746717,1.41,-0.028886666425,37.6755275408,软件开发,2025-04-16
3146,300602,飞荣达,0.19,4345940678.81,5.3686309036,26.3412,103214135.7,7.31,20.0003,6.451686597864,3.12,1.021796200594,19.4668802986,消费电子,2025-04-16
3147,300529,健帆生物,0.55,1922348169.84,-22.8418662291,-7.9082,436492212.29,-50.93,-91.2164,3.750170278875,13.09,1.135208763124,79.7405945437,医疗器械,2025-04-16
3148,300444,双杰电气,0.1367,3139771879.8,66.8152044334,-44.9292,103339596.77,159.98,-102.4007,1.924731206153,7.77,0.257753598175,19.5812223724,电网设备,2025-04-16
3149,300307,慈星股份,0.15,2032028867.57,6.9011463591,-31.4211,114072232.7,24.99,-115.0342,3.753712194145,4.02,0.149325017401,27.2675729928,专用设备,2025-04-16
3150,300306,远方信息,0.35,421652827.74,-4.426914934,21.4664,93411035.1,16.75,117.7525,5.658273894039,6.2,0.553903790119,65.8780441789,仪器仪表,2025-04-16
3151,300269,联建光电,0.02,980644169.65,-21.4073517361,6.7429,8458368.86,114.61,-315.8095,0.118633716243,14.34,0.00296752931,28.152655308,互联网服务,2025-04-16
3152,300177,中海达,-0.5734,1186383154.01,-10.0165095732,-0.0236,-426675977.36,-288.68,-2150.0826,2.24830501635,-22.48,-0.049558935644,36.3886206822,计算机设备,2025-04-16
3153,300100,双林股份,0.2,4138824168.65,-1.1099445717,17.7376,80881910.0,7.56,-151.561,5.46036330659,3.76,0.93900833148,17.5371337825,汽车零部件,2025-04-16
3154,300085,银之杰,-0.1661,1015145174.04,-9.0552802118,6.8374,-117392447.02,3.54,-134.9143,0.945917658573,-16.18,0.181623695731,22.7275636815,软件开发,2025-04-16
3155,300039,上海凯宝,0.3135,1594051470.75,42.4722458264,42.7762,327870830.14,71.84,116.5587,3.853936383853,8.54,0.36583649327,80.3972122799,中药,2025-04-16
3156,300013,*ST新宁,-0.3498,412860394.77,-38.0373855596,-5.7588,-156261026.92,-9679.39,-707.2238,-0.305954435668,,0.185362164812,11.3099267189,物流行业,2025-04-16
3157,002857,三晖电气,0.05,326156822.27,67.0734236258,188.6391,5911181.82,-54.34,486.9073,4.141917289062,1.11,0.369310620625,24.9232567003,电网设备,2025-04-16
3158,002823,凯中精密,0.27,3023976968.88,13.596518052,-2.18,76718600.89,209.54,-7.1567,4.782137328074,5.31,0.892543174927,14.6780151574,电机,2025-04-16
3159,002663,普邦股份,0.0077,1830581837.39,-25.9055768871,21.2188,13828514.93,105.58,752.768,1.678690617461,0.46,0.04358538749,9.4217133781,工程建设,2025-04-16
3160,002494,华斯股份,-0.0345,404407550.46,27.0732393981,84.44,-13001377.99,95.89,-12578.2107,3.244197747942,-1.05,0.02654727293,30.3418947768,纺织服装,2025-04-16
3161,002372,伟星新材,0.9,6378284320.69,-8.2741752097,74.4817,1432407923.84,10.4,46.8006,3.513663397744,26.15,0.862918526866,44.3165296481,装修建材,2025-04-16
3162,002330,得利斯,-0.053,3091654150.26,0.5469321663,1.0587,-33997049.54,-207.45,-2527.7843,3.711220836892,-1.43,-0.215600223891,5.2960423198,食品饮料,2025-04-16
3163,002247,聚力文化,-0.39,946685133.09,1.2650875373,0.6519,-335648933.79,-734.81,-36.3724,0.476301886941,-58.57,0.105826143541,21.9924987171,装修装饰,2025-04-16
3164,002207,准油股份,-0.07,271754196.81,38.142781634,34.9932,-18579078.48,-91.39,39.6033,0.316837994945,-19.73,-0.084906550019,2.8272254523,采掘行业,2025-04-16
3165,002196,方正电机,0.2009,2495974785.34,7.0938713448,42.0818,100076911.07,143.29,-77.984,2.829999469809,7.65,0.334990301222,15.061259868,电机,2025-04-16
3166,002167,东方锆业,-0.1,1445804497.11,5.5611651347,23.834,-77633193.79,-178.37,-105.2933,1.868819901768,-5.32,0.088799699162,13.9382609068,小金属,2025-04-16
3167,000899,赣能股份,0.5,7088923566.65,71.1163832564,-13.1569,489603752.13,4497.92,-70.0428,5.36550516278,9.9,1.121056907283,12.2983477284,电力行业,2025-04-16
3168,000777,中核科技,0.58,1809754356.99,20.6462383988,113.6906,222030159.9,29.11,48.8076,5.203768516261,11.76,-0.122809389691,21.195461369,通用设备,2025-04-16
3169,000711,*ST京蓝,0.3696,148940820.9,-23.6854850418,135.3469,1055826512.07,178.35,1644.6876,0.254554462367,-479.49,-0.056360824628,-18.7808840793,环保行业,2025-04-16
3170,000533,顺钠股份,0.0932,2066922966.26,16.527239457,-6.3495,64374051.97,104.31,-41.0023,1.122425255321,8.64,0.286634837511,21.1474544463,电网设备,2025-04-16
3171,000430,ST张家界,-0.59,419956083.44,217.0245587187,-36.9214,-239330646.68,7.87,-16450.1916,2.14546268149,-24.21,0.17723615776,10.8369432792,旅游酒店,2025-04-16
3172,000059,华锦股份,0.04,46142015356.63,-5.9518984521,17.4692,70299928.51,-86.72,63.171,8.932643413366,0.49,0.60661265717,14.8177601991,石油行业,2025-04-16
3173,000009,中国宝安,0.2933,30706431930.72,-4.1407629123,-24.7576,756459343.67,-34.63,-58.2888,3.850860625695,7.91,2.311429126063,20.7837789047,综合行业,2025-04-16
3174,900936,鄂资B股,1.04,30553630272.86,-16.0463001563,20.8233,2903681828.5,-38.55,-55.9861,7.600543961511,13.94,2.325596737134,22.6310206281,钢铁行业,2025-04-15
3175,900923,百联B股,0.22,30518947177.11,-5.471785701,-3.7003,399114878.89,-40.79,235.5425,9.974378571473,2.26,2.030466457343,26.5352503386,商业百货,2025-04-15
3176,900913,国新B股,0.04,17197957669.37,10.3249869991,61.5576,77985286.55,18.89,229.2908,2.672754209135,2.09,1.824393294308,9.5449688074,燃气,2025-04-15
3177,900911,金桥B股,1.6204,6585310852.05,30.3120448848,132.5359,1818789939.0,14.85,82.0842,12.573985089327,13.43,-5.971935725439,68.0806987812,房地产开发,2025-04-15
