序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
1677,839356,环台精密,2.07,107519925.7,22.43224445,,20723792.26,95.57,,9.068027934,24.91,0.528448616,34.72080767,,2025/4/21
1678,839120,壹创国际,0.07,149291851.6,-4.847645432,,2750979.41,109.39,,2.782686324,1.84,0.039465003,37.59902177,,2025/4/21
1679,839085,广东威林,0.52,443255671.6,-0.636854936,,30515950.71,-1.35,,3.251929721,17.37,0.486306605,20.37052373,,2025/4/21
1680,838704,红岭医疗,0.15,117378772.9,-8.780227846,,11630873.07,-11.7,,1.874113068,7.93,0.227471555,23.98846327,,2025/4/21
1681,838483,亿嘉股份,-0.15,89889607.65,18.39350091,,-7897141.54,63.51,,0.722432984,-18.3,-0.110908585,9.972049555,,2025/4/21
1682,838430,盈呗科技,0.06,21219150.7,-5.91628691,,1238074.28,709.3583059,,1.054197301,6.11,-0.049290845,15.88743988,,2025/4/21
1683,838319,科思特,1.89,69699430.64,20.07232579,,37882101.09,28.7,,7.294252281,29.65,1.551980157,77.6949058,,2025/4/21
1684,838296,国韵实业,-0.2,3812063.24,-12.96321058,,-983638.81,-8.2,,0.022928604,,-0.015917756,5.619104315,,2025/4/21
1685,838116,永盛装备,0.44,108788594.1,127.4900809,,13180515.76,417.69,,1.774557293,27.76,0.210633492,28.64196293,,2025/4/21
1686,837993,和源兴,-0.02,72895455.88,16.39973706,,-1351515.34,-125.2814421,,1.227807202,-1.87,0.005218413,15.46927733,,2025/4/21
1687,837927,乔盈股份,0.1334,6406300.63,-42.26116283,,2001267.68,-12.27,,1.706629789,8.14,-0.034236965,77.05346322,,2025/4/21
1688,837867,永鼎科技,-0.38,79155359.42,-9.055856127,,-7115501.89,-250.71,,1.823059613,-19.28,-0.126754779,3.442098501,,2025/4/21
1689,837836,龙宇医药,-0.29,63252397.74,-9.775014059,,-12847388.52,-47.33,,2.174198613,-12.4,0.533383123,25.33566912,,2025/4/21
1690,837685,淘金互动,0.51,40541830.45,-5.944442226,,5058181.92,-65.61,,4.36417054,11.38,0.431576942,85.38313425,,2025/4/21
1691,837666,世纪优优,0.03,96558310.43,49.41383294,,1038274.03,102.21,,3.991785046,0.95,0.540452299,27.00231806,,2025/4/21
1692,837641,新业电子,1.7745,656476710,25.43430226,,37973540.64,98.1,,9.259332642,20.85,0.210828117,16.36559297,,2025/4/21
1693,837631,拓普药业,-0.02,58086179.76,32.02816106,,-635376.18,-134.78,,1.552430976,-1.02,0.298492887,27.50938563,,2025/4/21
1694,837303,西默电气,0.01,50347026.15,-27.45642127,,215972.96,-90.18,,1.569853655,0.44,0.065380602,37.95034063,,2025/4/21
1695,837226,威腾体育,0.06,230661897.7,4.079850001,,3805235.3,178.604687,,2.40606937,2.55,-0.321353657,21.54661289,,2025/4/21
1696,837014,塔人网络,0.54,344334136.2,38.41920013,,17967016.77,74.46,,3.455080056,14.1,1.805612131,47.42322292,,2025/4/21
1697,836967,爱去欧,1.98,127450060.2,27.39617551,,20217959.37,72.49,,6.790847253,32.99,2.328957747,30.43424822,,2025/4/21
1698,836851,星盾科技,-0.2,11820829.95,-40.50376375,,-6081119.92,-7.52,,0.674791683,-25.53,-0.196655135,77.02216738,,2025/4/21
1699,836720,吉冈精密,0.3035,576789617.3,25.9742262,16.5961,56747955.03,32.63,-29.6741,2.544607479,12.35,0.140151289,20.60725472,通用设备,2025/4/21
1700,836692,苏氧股份,1.29,948341681.6,-32.71649237,,105396079.6,-25.27,,7.666202848,17.92,0.745701298,23.5929623,,2025/4/21
1701,836660,钢研功能,0.04,300929008.7,-8.184500574,,8225473.6,-77.54,,3.795730778,1.03,-0.279005556,19.28360673,,2025/4/21
1702,836603,统一智能,0.1,80986107.12,8.378537376,,2159389.33,-79.27,,1.411606842,5.98,-0.076546062,24.21502281,,2025/4/21
1703,836422,润普食品,0.17,517085276.9,-0.127635136,31.0314,14958737.19,50.97,3768.3526,4.790440133,3.53,0.169512826,10.13679366,食品饮料,2025/4/21
1704,836348,汇恒环保,-0.4,39998549.74,-63.43032946,,-22781304.79,10.66709041,,2.059441593,-17.63,0.18546852,24.32604603,,2025/4/21
1705,836344,隆海生物,-0.28,81983658.93,-34.08335544,,-17629708.86,-87.29488206,,1.076905393,-23,0.283909255,0.765359461,,2025/4/21
1706,836221,易实精密,0.56,321384761,16.56188947,9.0131,54100012.63,5.03,-42.8668,4.129785297,14.11,0.597871047,30.37300037,汽车零部件,2025/4/21
1707,836139,高新利华,0.48,252483382.1,-15.32709752,,14380563.17,-43.92,,4.375390625,11.59,1.683350037,17.7795964,,2025/4/21
1708,836118,万都云雅,-0.07,34503521.21,11.83440016,,-1059578.58,13.01,,0.258874633,-24.71,0.408780668,18.45608647,,2025/4/21
1709,835719,ST卡莱博,-0.03,16018676.97,239.0146046,,-655079.51,-88.15,,-0.166979108,,0.03684601,47.29777718,,2025/4/21
1710,835682,安之畅,-0.3,10740734.78,-12.27469533,,-3119982.9,18.41,,1.816518931,-15.26,-0.116398566,42.37191499,,2025/4/21
1711,835659,佳健医疗,0.37,118715048.8,5.383381019,,11586981.58,5.04,,1.822798106,21.7,0.462432373,33.84046457,,2025/4/21
1712,835635,联动属具,0.35,345370824.1,6.546801863,,35178763.15,1.79,,2.521182035,14.7,0.471666885,24.2083407,,2025/4/21
1713,835492,铸金股份,0.4336,373022944.4,2.285454419,,36904317.14,23.43,,4.45453684,11.52,-0.080805897,21.80210591,,2025/4/21
1714,835453,火焰山,1.04,27906257.04,18.70425876,,15329098.67,8.09,,2.452957869,46.59,1.101139574,76.94092214,,2025/4/21
1715,835405,意天物联,0.2444,295067756,81.95975213,,4888978.26,102.09,,2.872545141,8.88,0.423545279,4.952644328,,2025/4/21
1716,835301,七维健康,-0.5,40528885.5,-26.42895389,,-10229139.52,-160.27,,0.442323773,-72.23,-0.039438266,41.4326845,,2025/4/21
1717,835282,恒旭智造,0.06,28410.48,,,827535.85,169.33,,0.071712907,159.6,0.066588868,,,2025/4/21
1718,835217,汉唐环保,0.16,68079347.75,605.2167674,,17832488.7,228.75,,2.577041892,6.34,-0.041199632,41.05364433,,2025/4/21
1719,834919,狼卜股份,0.03,318907833.6,0.988846377,,1671426.18,167.9,,2.240038891,1.55,-0.560451769,9.632954396,,2025/4/21
1720,834763,万力粘合,0.52,371413922.9,16.69262603,,10812491.39,111.29,,6.913973495,7.77,0.224588197,20.20862713,,2025/4/21
1721,834548,天视文化,0.4,533442499.9,277.0254716,,41483680.49,144.21,,1.469792579,27.86,0.958771524,15.28887033,,2025/4/21
1722,834540,众禄基金,0.06,38301227.44,8.702804639,,5280183.64,148.65,,0.139673483,54.69,0.000143896,39.10633165,,2025/4/21
1723,834470,羲和网络,-0.29,34204341.66,-16.37606251,,-14657310.78,-350.84,,0.305168257,-64.27,0.046000863,10.88722764,,2025/4/21
1724,834361,融航信息,0.47,52961354.31,-1.729514572,,11362843.58,-0.65,,1.879124736,26.27,0.520680324,96.02488947,,2025/4/21
1725,834328,鸽德新材,0.34,97135992.52,52.31232692,,15460344.66,37.28,,1.641655484,21.56,0.240886234,29.69785431,,2025/4/21
1726,834324,安碧捷,-0.27,7800397.33,-40.6788782,,-11250619.97,-87,,1.690686468,-14.68,-0.033244516,14.65779385,,2025/4/21
1727,834113,ST福润,-0.51,10395.42,-99.92425462,,-5105401.67,-9904.68,,0.083576207,-150.67,-0.03903081,53.75703916,,2025/4/21
1728,834045,清众科技,0.08,195525788.8,20.49931774,,5887677.33,229.76,,2.769274594,3.02,0.244994047,31.04064176,,2025/4/21
1729,834005,松湖股份,2.69,165145610.9,78.98438886,,26910514.23,74.94,,5.16712167,61.11,1.925029777,36.21465912,,2025/4/21
1730,833824,九久科技,0.2119,123621479.8,-4.290101133,,9858940.36,-19.09,,2.928354293,7.2,0.089159783,26.87928338,,2025/4/21
1731,833764,斯达电气,1.45,1812909699,-0.655341538,,75843387.67,-18.08,,10.65114267,14.17,1.712015824,17.15158786,,2025/4/21
1732,833713,立德电子,1.02,176886173.3,6.817654342,,50208342.32,6.41,,3.072353755,31.21,1.439452359,80.2676221,,2025/4/21
1733,833665,清大天达,-0.3,57336778.92,33.18395674,,-13358101.36,48.35,,2.815034654,-10.11,0.250066746,26.2077353,,2025/4/21
1734,833570,万全物流,0.06,97787630.3,2.530393809,,8456558.15,108.37,,1.533181487,3.96,0.093584243,41.60832282,,2025/4/21
1735,833565,方元企业,-0.0207,19871512.9,-35.80488666,-24.2143,-2239183.34,95.42,-416.4292,1.418787014,-1.11,-0.005606657,,,2025/4/21
1736,833538,中旭石化,0.05,172237204.8,18.27672571,,4912933.09,292.09,,0.813802348,7,-0.015968048,14.77867466,,2025/4/21
1737,833503,ST花嫁,-0.72,378647489.7,-29.52340687,,-34566916.5,-175.25,,-0.712412041,,0.881649406,25.06157245,,2025/4/21
1738,833454,同心传动,0.22,133237893.9,-11.38841206,41.4714,22905838,9.16,30.7393,3.028419103,7.36,0.327620237,30.38649375,汽车零部件,2025/4/21
1739,833423,穗晶光电,-0.64,252465586.8,-2.856898793,,-47720088.54,-78.34,,3.92058037,-14.94,-0.295620048,11.83503192,,2025/4/21
1740,833381,宏安翔,-0.32,26358522.49,-37.76992638,,-9658719.35,-276.28,,0.760592807,-34.88,-0.214559142,62.31798131,,2025/4/21
1741,833306,六行君通,-0.03,684030.75,,,-1343202.82,27.81,,0.058502103,-45.6,0.000609513,35.00548915,,2025/4/21
1742,833205,博采网络,0.02,1035771767,-14.8756827,,3475776.7,162.73,,1.201539159,1.78,0.110191666,6.600650987,,2025/4/21
1743,833204,百事达,0.14,130447307.4,14.95471162,,11141554.43,21.06,,1.944016782,7.47,0.099245546,28.02188481,,2025/4/21
1744,833127,晶品压塑,0.38,69861692.24,62.10053064,,13859430.89,570.97,,0.816170161,61.46,0.431914637,41.35052083,,2025/4/21
1745,832982,锦波生物,8.27,1442831400,84.91669536,17.8794,732301620.4,144.27,0.9357,17.34473628,58.41,8.6672669,92.01572063,生物制品,2025/4/21
1746,832978,开特股份,0.78,826362944.5,26.49666361,32.1443,137845694.2,21.24,26.0497,3.769433207,21.63,0.701459312,32.64794495,汽车零部件,2025/4/21
1747,832876,慧为智能,0.02,436788272.5,-6.942432525,-0.5696,1548190.78,-67.55,-341.7259,3.885820844,0.62,0.541413266,14.79104447,消费电子,2025/4/21
1748,832792,鹿城银行,0.08,220994167,-12.13968548,,40364730,-40.65,,1.585046005,4.91,0.08999123,,,2025/4/21
1749,832684,天运股份,0.43,500518567.8,50.07106186,,51930351.71,120.43,,1.846932738,26.37,0.527595967,21.67911009,,2025/4/21
1750,832673,中香农科,0.31,49430173.53,-2.073553294,,12469933.14,48.47,,2.233687818,14.67,0.465857502,50.25882698,,2025/4/21
1751,832502,圆融科技,0.01,157226896.3,51.41107459,,2028902.55,104.51,,1.294861357,0.59,0.063744836,34.5301405,,2025/4/21
1752,832369,江苏神农,0.7965,80757512.25,13.19756057,,8323210.33,6.71,,6.320367767,11.78,1.351369541,32.56966782,,2025/4/21
1753,832292,曙光电缆,0.4082,2236104914,-1.458706041,26.4886,123886200.4,20.81,594.5904,3.546981241,10.92,1.553571669,10.87982823,,2025/4/21
1754,832059,欧密格,0.23,133541958.9,6.244251607,,9646861.85,189.58,,2.390722434,10.03,0.249519283,24.01506331,,2025/4/21
1755,831799,九华山酒,-0.13,36509985.71,-3.06872435,,-1838372.8,45.49052713,,0.098394349,,0.17838916,53.90801628,,2025/4/21
1756,831742,纽米科技,0.09,346536880.2,-21.13171529,,27436746.7,-72.07,,1.333135198,7.3,-0.678529277,19.67163331,,2025/4/21
1757,831706,ST领航科,-0.5053,48936824.89,-22.14946373,,-37899645.1,-31.49,,-0.263149712,,0.074395486,-25.81007732,,2025/4/21
1758,831584,雷博司,0.2179,404172390.3,10.00449017,,16344963.27,38.75,,2.761632401,7.58,0.47218932,21.66588278,,2025/4/21
1759,831539,国网自控,0.06,58323474.32,12.16789932,,843429.07,305.19,,1.789851705,3.4,0.428019642,23.09618173,,2025/4/21
1760,831502,永强节能,0.12,220496950,20.81921825,,7849690.7,12.14,,1.990289629,6.22,0.750085964,21.74304006,,2025/4/21
1761,831491,佳音王,0.11,133467843.3,-24.44429376,,6052752.49,-73.16,,2.486182525,4.53,0.354433133,28.98832441,,2025/4/21
1762,831478,ST天数,-0.0893,34306431.87,-26.75440027,,-5789814.23,-367.81,,-0.071713335,,-0.027472707,16.9409491,,2025/4/21
1763,831442,枫林食品,0.16,184652299.1,3.576716496,,3116145.46,-3.46,,2.038555464,7.95,0.160813733,7.266428681,,2025/4/21
1764,831343,益通建设,-0.22,465673738.4,-27.06218107,,-35164880.79,-2666.22,,2.267292965,-9.33,0.300911614,14.51200826,,2025/4/21
1765,831313,中超新材,0.0574,379526321.9,0.313184877,,5161578.67,-40.12,,1.135563141,5.04,0.140905061,7.842675162,,2025/4/21
1766,831304,迪尔化工,0.53,782457247.9,2.712320347,0.1258,86156206.23,9.31,-47.9178,3.107514481,18.06,0.376398875,19.81006153,化学原料,2025/4/21
1767,831293,征宙机械,-0.24,61491334.41,-4.614932436,,-6226358.67,-208.69,,3.671724234,-6.35,0.141460967,14.96391826,,2025/4/21
1768,831288,安美勤,0.94,137316639.4,-8.542201808,,45863407.11,-19.86,,4.004638703,24.31,0.619657842,69.13728169,,2025/4/21
1769,831285,常欣科技,0.07,107570518.7,174.197093,,3089852.35,121.83,,1.550272561,4.53,-0.49669545,19.53357068,,2025/4/21
1770,831091,精冶源,-0.28,114830493,12.64831267,,-11789651.8,-401.69,,2.653931399,-9.93,-0.106179322,21.86058903,,2025/4/21
1771,831032,景睿策划,0.1175,164615088.4,-20.05305752,,3761145.48,-75.16,,1.473792093,7.39,-0.003762141,8.636979336,,2025/4/21
1772,830921,海阳股份,0.13,305300224.3,-7.450716427,,10764897.59,-65.27,,3.156748533,3.72,0.553787659,15.44725079,,2025/4/21
1773,830857,金冠科技,0.15,86614525.65,-20.55982015,,5712861.7,-48.01,,2.060010816,7.01,0.258069972,30.69814618,,2025/4/21
1774,830840,永力科技,-0.01,188001182.7,-7.815311853,,-4006849,-130.53,,1.314438744,-0.99,-0.004773139,44.09503868,,2025/4/21
1775,830828,万绿生物,0.25,156939871.8,11.56425706,,24715315.41,135.09,,2.76672345,9.31,0.432339619,47.77329241,,2025/4/21
1776,688683,莱尔科技,0.24,525647401.7,19.94983627,15.3606,37356317.3,27.69,-2.9597,6.4636499,3.62,0.258747129,23.86652212,消费电子,2025/4/21
1777,688276,百克生物,0.56,1229084097,-32.64143933,-50.18,232093825.7,-53.67,-111.4981,10.19623063,5.63,0.982702213,85.42178472,生物制品,2025/4/21
1778,688269,凯立新材,0.71,1686559599,-5.530751813,64.2962,92616475.59,-17.95,65.5153,7.754048073,9.24,0.496208581,11.22615275,化学制品,2025/4/21
1779,688249,晶合集成,0.27,9249252348,27.68964616,4.0772,532840611.3,151.78,176.1883,10.40324274,2.52,1.376343583,25.50238967,半导体,2025/4/21
1780,603136,天目湖,0.39,536204952.4,-14.87314715,-6.8542,104662021.5,-28.8,-41.4597,4.958089069,7.88,0.710967753,52.42049346,旅游酒店,2025/4/21
1781,600584,长电科技,0.9,35961679889,21.24246424,15.7238,1609575411,9.44,16.6562,15.43442367,6,3.260310619,13.05716492,半导体,2025/4/21
1782,430726,津宇嘉信,0.0575,45479966.89,-17.1457786,,3509939.95,-1.21,,1.902925904,3.15,0.225729406,52.95836153,,2025/4/21
1783,430725,九五智驾,0.18,75350860.39,27.49884511,,8357644.03,171.52,,0.533186078,41.78,-0.134481663,40.59525131,,2025/4/21
1784,430685,新芝生物,0.47,168092009.3,-11.89875927,42.0121,41627687.27,-28.48,132.4717,5.891964191,7.78,0.557332335,61.53722302,仪器仪表,2025/4/21
1785,430655,今泰科技,-0.61,36332930.65,3.618672956,,-12653674.79,-29.38,,4.171933349,-13.45,-0.557534271,17.88201258,,2025/4/21
1786,430525,英诺尔,0.19,85710761.17,-17.75300946,,9854745.45,-43.26,,2.355153451,8.55,0.330438492,48.58607015,,2025/4/21
1787,430515,麟龙股份,0.06,256518765.9,-32.1804957,,20344053.6,-83.08,,2.556411761,2.06,0.06384546,94.11584622,,2025/4/21
1788,430409,天泉鑫膜,-0.04,6465511.67,0.943631795,,-1448063.79,-21.06,,0.555771063,-6.9,-0.000487219,45.74357701,,2025/4/21
1789,430119,鸿仪四方,0.62,62117945.39,-3.268920348,,19148729.47,-8.72,,4.31397482,14.09,0.990838935,64.15078219,,2025/4/21
1790,430005,原子高科,1.83,1746778442,7.178719918,,296285573.8,15.6,,16.14555606,11.64,2.832200594,53.79605304,,2025/4/21
1791,400149,金泰5,0.0659,73359132.55,-5.891309118,,9755231.3,-11.94,,0.383755861,18.95,0.135398783,56.12835655,,2025/4/21
1792,400131,科迪5,0.03,780434097.7,16.21400939,,51374675.76,-97,,0.28914676,9.4,0.046587319,20.66159814,,2025/4/21
1793,400098,航通3,-0.98,1370167751,-26.88576066,110.5765,-510565123.2,15.36573296,-302.5849,-2.485610302,,-0.321881486,11.4431343,,2025/4/21
1794,301600,慧翰股份,3.079,1021969025,25.68147406,-5.8657,175465834.4,37.54,-33.0121,18.49218166,23.74,0.707673452,29.06726544,通信设备,2025/4/21
1795,301560,众捷汽车,1.05,978291164.9,19.00151291,,95386616.31,15.54708254,,5.099365716,21.51,2.190647769,24.5806102,汽车零部件,2025/4/21
1796,301556,托普云农,1.83,488895664,6.408258256,24.8614,123463009.2,7.35,58.5565,11.07254958,17.95,1.113416785,51.11251636,软件开发,2025/4/21
1797,301551,无线传媒,0.7067,613291467.5,-5.110435561,1.6828,261482520.1,-7.89,14.7051,6.152522045,12.44,0.401372053,53.1798882,文化传媒,2025/4/21
1798,301533,威马农机,0.81,924804956.3,17.26542257,-19.1214,79531833.04,9.5,-12.8402,11.56432249,7.08,0.927834472,17.26752823,专用设备,2025/4/21
1799,301518,长华化学,0.41,3049887687,12.46876235,16.5389,58155149.65,-49.9,205.255,10.12902297,4.04,0.476964243,4.30601191,化学制品,2025/4/21
1800,301515,港通医疗,0.1453,754058316.4,-10.49092751,372.4098,14421866.44,-82.64,-221.4095,12.85002666,1.1,-0.109438899,19.86984288,医疗器械,2025/4/21
1801,301508,中机认检,0.5858,831078840.4,10.26359803,44.4302,132430404,-5,32.561,8.564341763,6.94,0.714090078,41.29057864,专业服务,2025/4/21
1802,301502,华阳智能,0.6,483409860.2,1.565965991,18.2442,33648492.26,-48.51,77.6122,14.47049893,4.25,0.925967704,19.41579996,电机,2025/4/21
1803,301419,阿莱德,0.4578,351199574,-9.307239407,1.2757,45781166.43,-19.28,70.1609,9.477503241,4.84,0.688799397,37.65718752,通信设备,2025/4/21
1804,301360,荣旗科技,0.84,370750757,1.707782444,43.8038,44898321.28,1.56,487.1694,21.90296669,3.89,1.243173274,39.17474891,专用设备,2025/4/21
1805,301349,信德新材,-0.3268,810088030.5,-14.62445387,19.5555,-33041728.17,-180.01,-75.6139,26.33098935,-1.21,-0.100854079,4.906514589,化学制品,2025/4/21
1806,301331,恩威医药,0.3728,812127431.1,3.430519627,46.2246,37497544.35,-56.56,278.6057,10.27944102,3.55,0.767015963,50.81511542,中药,2025/4/21
1807,301319,唯特偶,1.05,1212056394,25.75218404,7.8116,89357313.05,-12.53,-30.926,13.45294393,7.89,-0.083008223,17.71103153,电子元件,2025/4/21
1808,301312,智立方,0.68,554605301.3,29.76661733,-20.3622,59492396.65,-18.02,-34.6159,13.65889117,5.06,0.70936898,26.6878174,专用设备,2025/4/21
1809,301311,昆船智能,0.03,2001714548,-4.035286518,75.6068,6401539.62,-92.05,-39.5426,7.677961756,0.35,0.12562714,16.66329698,通用设备,2025/4/21
1810,301302,华如科技,-2.25,249350372.3,-31.12407554,76.8834,-354300678.5,-59.86,57.0916,11.15165427,-18.11,-0.605559302,-40.85905841,软件开发,2025/4/21
1811,301299,卓创资讯,1.18,294423005,3.834374747,5.8269,70509540.76,35.43,34.5522,10.12756656,10.92,1.278441526,65.63750214,互联网服务,2025/4/21
1812,301266,宇邦新材,0.37,3275659503,18.58984417,0.6186,38613008.56,-74.49,-174.5371,16.00937684,2.35,-3.005945808,5.874582747,光伏设备,2025/4/21
1813,301248,杰创智能,-0.52,644359190.1,-24.47466428,22.001,-79976889.45,-1308.05,15.1067,9.538154535,-5,-0.27561075,15.33949496,软件开发,2025/4/21
1814,301227,森鹰窗业,-0.46,566543995.5,-39.70672422,35.6506,-42190847.35,-128.9,70.3972,17.68013988,-2.43,1.305688214,20.27078746,装修建材,2025/4/21
1815,301221,光庭信息,0.322,607374902.8,-4.918353861,113.0066,29828828.58,292.87,-22.5184,21.17282372,1.49,0.583388685,34.4038675,软件开发,2025/4/21
1816,301219,腾远钴业,2.33,6542489421,18.02266418,-1.9666,685229298.5,81.24,-64.4771,29.85963301,7.96,0.671498018,22.09123681,能源金属,2025/4/21
1817,301216,万凯新材,-0.58,17231633879,-1.711928691,-9.6406,-299974793.4,-168.72,-52.0125,10.30907238,-5.46,2.456281926,0.855338709,化学制品,2025/4/21
1818,301200,大族数控,0.72,3343091398,104.556613,28.2699,301179849,122.2,64.1048,12.20695413,6.24,0.369014686,28.1102123,专用设备,2025/4/21
1819,301198,喜悦智行,-0.07,366336854.6,-9.140576627,33.4555,-11837222.49,-132.77,-450.4547,5.435279236,-1.27,0.559923956,15.30045551,塑料制品,2025/4/21
1820,301190,善水科技,0.2531,504617322.6,1.883936596,5.6701,52954946.94,151.51,-209.0856,8.981406661,3.35,-0.360251909,26.66701704,化学制品,2025/4/21
1821,301180,万祥科技,-0.04,1087557843,24.51494171,-10.8772,-16388271.7,-165.33,-606.8001,3.256436654,-1.25,0.055941885,17.07354341,消费电子,2025/4/21
1822,301169,零点有数,-1,343457243,-8.989855443,355.8681,-71955679.9,-35.05,77.2725,6.797874482,-13.27,-0.49844457,24.45076856,专业服务,2025/4/21
1823,301148,嘉戎技术,0.43,555835525.4,0.188983066,14.7437,50201490.92,-13.55,-108.3112,15.02042797,2.87,0.508606343,38.6748507,环保行业,2025/4/21
1824,301126,达嘉维康,0.13,5233420808,34.06982806,-9.6111,26574897.24,-22.52,-313.924,8.552846789,1.52,0.117043547,19.8761523,医药商业,2025/4/21
1825,301118,恒光股份,-0.5712,1234857956,31.86855675,36.2465,-60931555.82,-62.26,76.3478,12.15414924,-4.48,0.281854697,8.172738299,化学原料,2025/4/21
1826,301115,联检科技,0.09,1353879627,-0.400906506,11.7347,16508307.93,-83.59,-254.8621,13.89092974,0.64,0.509167641,35.97236515,专业服务,2025/4/21
1827,301095,广立微,0.4,546866760.8,14.49930274,124.6258,80268462.17,-37.68,1302.5028,15.68726388,2.52,0.234178054,61.89554843,半导体,2025/4/21
1828,301093,华兰股份,0.387,586413168.9,-5.861063784,17.665,49573270.46,-57.96,-117.4592,17.67220261,2.12,0.950414937,38.78515725,医疗器械,2025/4/21
1829,301083,百胜智能,0.1857,400101870.6,3.049729691,32.1307,33023551.03,-6.15,-16.8061,4.63772847,4.04,-0.036440209,21.88014429,专用设备,2025/4/21
1830,301080,百普赛斯,1.0319,645021891.1,18.64581811,10.6361,123832480.3,-19.38,50.5617,21.79711811,4.8,0.705889481,90.93283912,医疗服务,2025/4/21
1831,301062,上海艾录,0.13,1190635755,11.63404933,3.8639,53326690,-29.16,-185.6987,3.521560278,4.42,0.541132131,21.62756125,包装材料,2025/4/21
1832,301051,信濠光电,-2.0995,1687382322,-2.72457737,4.6853,-353379560.2,-972.54,-73.9026,13.72186253,-14.24,-0.533260611,6.423949439,消费电子,2025/4/21
1833,301049,超越科技,-0.74,290546392.9,10.23896666,-21.4526,-69340829.58,42.13,-114.9153,7.25772826,-9.65,0.18723437,3.827950755,环保行业,2025/4/21
1834,301031,中熔电气,2.83,1420927386,34.105956,22.3771,186939254.4,59.8,22.6804,17.50227186,17.52,1.844082732,39.74265381,电网设备,2025/4/21
1835,301027,华蓝集团,-0.09,604947226.3,-13.66873141,162.1175,-13796049.28,-169.8,444.0977,6.374670106,-1.45,0.498065574,39.90299,工程咨询服务,2025/4/21
1836,300975,商络电子,0.1064,6545594991,28.2724608,5.8833,70798752.96,108.28,2.7247,3.151125042,3.54,-1.38455049,11.77838111,贸易行业,2025/4/21
1837,300951,博硕科技,1.25,1307454155,-22.49092472,-11.9127,211401953.7,-17.35,-22.9874,13.73496179,9.31,1.569617897,34.95750088,消费电子,2025/4/21
1838,300936,中英科技,0.4207,275377740.7,-0.959065186,10.1472,31638190.24,-78.33,-62.6473,13.49034982,3.1,0.275022921,23.41196055,电子元件,2025/4/21
1839,300930,屹通新材,0.51,502493491.2,27.73393425,39.1929,50946286.9,0.87,-7.1498,8.813902871,5.92,-2.017858219,19.88968186,有色金属,2025/4/21
1840,300923,研奥股份,0.54,471448384.2,11.29334299,138.0468,42346763.65,-9.93,887.1681,14.62490247,3.67,0.429488593,26.08740109,交运设备,2025/4/21
1841,300917,特发服务,0.7198,2863615952,16.99683655,5.7307,121638011,1.24,63.4469,6.59142838,11.38,0.724217556,11.77959115,房地产服务,2025/4/21
1842,300902,国安达,-0.12,307458635.1,-17.5817123,142.065,-22191414.62,-157.45,-71.403,4.471650538,-2.57,-0.101601623,37.83851118,专用设备,2025/4/21
1843,300890,翔丰华,0.4538,1388338448,-17.66714767,1.3588,49554630.33,-40.23,-137.7269,17.0706649,2.56,0.213216528,22.59761094,电池,2025/4/21
1844,300883,龙利得,-0.011,815839279.2,14.45762679,13.8659,-3780908.83,46.55,-816.3015,4.098881156,-0.27,0.371527149,13.90622713,造纸印刷,2025/4/21
1845,300863,卡倍亿,1.3,3648016299,5.680462929,17.4587,161654491.6,-2.59,-24.0905,10.33604014,12.91,-0.664050311,12.37019293,汽车零部件,2025/4/21
1846,300838,浙江力诺,0.13,932805959.9,-16.05461229,-14.033,18333890.75,-82.88,-520.198,7.212946851,1.84,-0.0380411,18.02720526,仪器仪表,2025/4/21
1847,300835,龙磁科技,0.94,1170116382,9.331453043,15.1908,111057852.9,50.31,-66.4923,8.889421863,9.77,1.63606272,28.84885313,小金属,2025/4/21
1848,300829,金丹科技,0.2,1505361018,6.151138341,5.7806,37491241.9,-56.01,-259.0844,9.129748491,2.15,1.355095009,20.32580116,食品饮料,2025/4/21
1849,300817,双飞集团,0.31,848697591.1,12.70243252,21.9972,67370060.6,15.8,21.4838,4.735247661,6.6,0.318150214,25.48098023,通用设备,2025/4/21
1850,300806,斯迪克,0.12,2690546670,36.67897375,2.0198,54882106.06,-2.11,-94.7267,4.891536438,2.5,0.198105182,24.59821447,塑料制品,2025/4/21
1851,300800,力合科技,0.17,773888174.5,15.00874478,30.4366,39814819.95,-15.56,120.0501,8.540774862,1.96,0.118304865,34.06630423,环保行业,2025/4/21
1852,300774,倍杰特,0.33,1040514399,59.32424614,220.4263,133282921.9,28.12,-211.1454,3.628954982,9.05,0.247453381,28.93432723,环保行业,2025/4/21
1853,300749,顶固集创,-0.85,1026653380,-20.06261758,-9.026,-175213419.9,-982.54,-3390.9836,2.668278344,-27.33,-0.2471343,22.67689743,装修建材,2025/4/21
1854,300738,奥飞数据,0.1289,2164819767,62.18374445,12.1929,124085942.1,-12.2,-40.0029,3.349556353,3.92,0.731457462,26.3974001,互联网服务,2025/4/21
1855,300729,乐歌股份,1.05,5670453707,45.332615,9.5259,335893765.3,-46.99,-33.0118,10.62873362,10.45,1.927938801,29.14548737,家用轻工,2025/4/21
1856,300691,联合光电,0.14,1880165215,14.1517155,14.728,38562941.99,-40.02,-62.7209,5.972559111,2.39,0.058250405,23.62016086,光学光电子,2025/4/21
