序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
2349,836547,无锡晶海,0.55,338978846,-12.87287708,5.0373,42851041.14,-19.76,-55.2981,8.501680257,6.73,0.528725269,30.47315876,化学制药,2025/4/18
2350,836442,群智合,0.01,244880189.6,90.3015683,,217086.13,103.14,,2.558742312,0.43,1.80166578,8.738063015,,2025/4/18
2351,836374,武当旅游,0.41,180154722.2,0.539294405,,21126591.82,-21.27,,3.243020382,12.91,0.974118875,38.60446233,,2025/4/18
2352,836248,豪特装备,-0.01,32144988.69,-12.23741938,,-212876.33,-148.7,,1.460905741,-0.47,0.112826954,14.81280534,,2025/4/18
2353,836239,长虹能源,1.52,3671054739,31.25834281,-3.6684,197184938.3,172.79,-3.7391,6.957417456,24.45,2.718961599,16.59025645,电池,2025/4/18
2354,836164,威利坚,0.66,146888661.9,9.546514184,,13400527.24,21.75,,3.383439115,20.03,0.891978844,18.87666464,,2025/4/18
2355,836162,广通传媒,-0.17,20574563.17,-5.672291763,,-6634467.37,-382.87,,0.696985674,-21.75,0.118312571,47.76469687,,2025/4/18
2356,836070,龙翔电气,-0.07,52631270.05,-42.08061726,,-4731508.06,-95.94,,1.104312657,-5.99,-0.302551405,26.44862358,,2025/4/18
2357,835545,奥捷科技,-0.0306,2335920.13,-35.91552512,,-2119259.22,630.59,,0.814756384,-3.3,0.007945449,56.82253913,,2025/4/18
2358,835541,康美生物,-0.11,81601712.58,-63.30760747,,-4702709.58,-115.12,,8.455896176,-1.21,0.032855686,45.02211885,,2025/4/18
2359,835540,旭辉股份,0.07,169873805.1,-5.439682964,,3164521.72,-44.01,,3.43776135,2.03,0.063159988,16.37047538,,2025/4/18
2360,835536,正通电子,0.38,301667534.9,5.789298437,,16747145.11,-40.7,,3.390002168,11.15,0.851070454,17.35183995,,2025/4/18
2361,835495,视野股份,-0.09,13004825.32,-21.17457577,,-3480937.54,-139.0126856,,0.356361343,-21.45,-0.178923991,0.27658157,,2025/4/18
2362,835425,中科水生,0.05,274162091.1,-34.41200523,,7676541.94,-70.44,,2.358764335,1.93,-0.030732621,16.98603284,,2025/4/18
2363,835391,百事宝,0.34,257136816.1,30.94721733,,37659003.82,11.04,,2.257614032,16.47,0.531352883,35.08701819,,2025/4/18
2364,835286,中科纳米,0.0034662,73249362.42,-0.485066027,,190640.11,200.36,,0.652492575,0.53,-0.283426142,7.809184505,,2025/4/18
2365,835191,东方网升,0.9,75855143.35,6.421251432,,23059316.04,8.58,,2.603014831,36.4,0.788138637,86.21703591,,2025/4/18
2366,835184,国源科技,0.09,268359166.6,14.70487701,4.0766,11856970.09,22.23,-154.1766,4.527402101,1.98,-0.165479058,42.1326966,软件开发,2025/4/18
2367,835175,恒达时代,-0.38,62444008.36,-16.83028766,,-9857802.81,-754.87,,0.916828691,-34.27,0.135286827,3.376839597,,2025/4/18
2368,835011,麦迪制冷,0.82,411462815.7,18.40207299,,49067500.91,9.87,,3.416603208,26.46,0.509308764,21.4049668,,2025/4/18
2369,834920,人合机电,0.07,149385792.3,-28.67921796,,3624936.93,-23.99,,1.806653951,3.98,0.178121392,23.11954983,,2025/4/18
2370,834743,迈新科技,-0.33,170972865.4,-35.19960046,,-17252239.66,-196.2,,2.349968276,-13.21,-0.393550833,17.61498746,,2025/4/18
2371,834734,创谐信息,-0.14,14383615.68,-39.78954706,,-3583614.76,-231.86,,1.673028897,-8.21,-0.162525725,69.27867729,,2025/4/18
2372,834729,朗朗文化,-0.33,77143386.07,15.36801413,,-16764750.66,-8.92,,1.42656524,-20.3,-0.188660325,50.05372792,,2025/4/18
2373,834727,天茂新材,0.02,67595953.75,-21.06246475,,1312074.82,-42.79,,1.33837679,1.88,0.059254458,8.671230858,,2025/4/18
2374,834713,毅能达,-0.2295,87582805.59,-24.6210271,,-33733808.66,-2458.15,,1.624582619,-12.82,-0.047908155,26.63443568,,2025/4/18
2375,834712,掌上明珠,-0.01,11997798.57,3.209456625,,-527128.57,95.92,,0.39947189,-1.52,0.005636745,98.84158624,,2025/4/18
2376,834624,天涯泰盟,-0.71,32490463.05,-18.77039182,,-5729140.28,-776.1528384,,0.698182922,-67.13,0.234234678,19.4954994,,2025/4/18
2377,834599,同力股份,1.7851,6144633131,4.850914634,12.3364,793079033.9,29.03,104.2633,6.786227712,28.87,3.212738311,21.44902216,工程机械,2025/4/18
2378,834579,残友软件,0.35,10176925.74,57.66390826,443.6993,2390499.12,2943.28,1000.9305,1.511956371,25.88,0.101654136,43.12352917,,2025/4/18
2379,834577,祈艾特,0.14,40700527.46,-2.193220291,,1668120.22,-44.34,,1.378987778,10.23,0.115543378,17.14531375,,2025/4/18
2380,834543,蔚蓝航空,-0.07,125707722.5,-22.60042883,,-4850826.95,-123.86,,3.187875544,-2.15,0.279350949,20.62866085,,2025/4/18
2381,834500,猫诚股份,-0.14,318842572.4,-1.884407384,,-3778605.62,61.57,,0.454332779,-24.66,-0.02644918,19.07990348,,2025/4/18
2382,834497,美茵科技,1.43,47139427.84,87.17698587,,8009843.86,1022.35,,3.5181935,51.03,0.197844464,30.13951696,,2025/4/18
2383,834483,元和药业,0,36520582.76,10.52478314,,-204470.23,92.55,,1.873888519,-0.18,0.352926402,62.06469165,,2025/4/18
2384,834369,锐志天宏,0.41,39628774.49,8.590432247,,8192211.76,16.2,,3.981151098,10.71,0.29151747,64.18772068,,2025/4/18
2385,834345,房谱科技,0.03,16496297.29,-3.902388376,,905190.62,188.97,,0.126642462,26.03,0.241641207,76.98157475,,2025/4/18
2386,834296,宝胜电气,0.01,456293189.5,-11.03162995,,1010059.57,103.44,,1.039980656,0.81,0.215728621,11.35241512,,2025/4/18
2387,834267,天厚科技,-0.07,0,,,-1187147.51,-14.61,,0.254828268,-25.42,-0.117747959,,,2025/4/18
2388,834240,中广瑞波,-0.05,36193881.16,4.504464691,,-1996895.35,14.61583383,,0.096944463,-40.72,-0.101244005,30.30830811,,2025/4/18
2389,834218,和创科技,-0.2332,163599285.9,-3.518394792,,-37351882.99,37.5,,0.533588014,-35.9,0.021941905,63.84733161,,2025/4/18
2390,834166,杰事杰,0.14,1812467066,19.51020134,,52747820.88,5.05,,2.292863445,6.45,0.038398662,15.07996222,,2025/4/18
2391,834054,游戏多,0.01,5341354.33,4.876531411,,57487.29,-92.96,,0.017184389,17.76,0.005023427,13.49492648,,2025/4/18
2392,834031,群大科技,0.666,297492478.5,-1.766423798,,14091780.73,5439.59,,2.762029371,27.42,2.020071368,13.0776502,,2025/4/18
2393,834010,亚兴科技,-0.04,18426157.93,-10.33654928,,-780949.17,-183.5905126,,0.894098392,-4.07,0.02932731,41.67295244,,2025/4/18
2394,833960,华发教育,0.3,149145375.7,2.051000606,,14650099.22,12.04,,4.996175829,6.1,-0.056914084,44.6223523,,2025/4/18
2395,833893,恒宇北斗,0.002,36394289.47,148.5998909,,70293.13,102.65,,0.185736104,0.83,7.48E-05,28.6345008,,2025/4/18
2396,833819,颖泰生物,-0.48,5829882358,-0.654754509,3.7118,-587333739.1,-713.83,-227.6164,4.115289898,-10.87,0.203858827,10.44031926,农药兽药,2025/4/18
2397,833711,卓易科技,0.1,271428021,27.828385,,11357378.59,123.37,,1.451447497,7.42,-0.692043589,34.07511455,,2025/4/18
2398,833693,华邦精工,0.2567,62959799.83,12.08928199,,6774583.98,241.69,,2.042406172,12.31,0.36993286,29.53754486,,2025/4/18
2399,833689,架桥资本,0.09,69814210.83,46.11254889,89.5164,10069329.08,-81.86,1385.1238,2.614198311,3.33,-0.009679467,,,2025/4/18
2400,833658,铁血科技,0.37,1069962359,22.75790914,,44771318.7,81.14,,2.151081077,18.37,0.134034901,53.60832595,,2025/4/18
2401,833649,宝美户外,0.4795,278793589.2,21.67606264,,27927821.07,39.81,,1.69072035,33.05,0.209477074,23.45425506,,2025/4/18
2402,833614,翼码科技,-0.06,41402590.37,-12.1887539,,-2841336.03,36.17,,1.188948181,-4.56,-0.130900506,42.86341978,,2025/4/18
2403,833613,华夏光电,0.19,78427645.89,25.06426895,,11797103.76,3.9,,2.626505654,7.03,0.375547106,47.66713163,,2025/4/18
2404,833609,乐通通信,0.01,404869139.5,23.62048506,,1645210.82,116.36,,1.633319458,0.81,0.285571456,11.22947323,,2025/4/18
2405,833552,威尔数据,0.1,39895332.19,-16.13592674,,2227924.54,-59.64,,3.339320216,3.06,0.298552285,47.46931137,,2025/4/18
2406,833486,前程人力,-0.12,2224930120,-14.82368712,,-12065419.94,12.65,,1.087725219,-10.72,-0.046244057,2.063897972,,2025/4/18
2407,833464,苏州沪云,-0.12,1107368.63,,,-17952556.64,-21.13,,0.201686982,-50.14,-0.07194084,-132.679843,,2025/4/18
2408,833429,康比特,0.72,1040013193,23.33826955,-0.4288,89313991.99,1.38,30.2929,6.899470406,10.76,1.061523954,39.4050845,食品饮料,2025/4/18
2409,833407,ST亚华医,-0.27,2545563.47,-70.80963456,,-3194689.3,-12.8,,-0.469800295,,-0.041790969,55.15633323,,2025/4/18
2410,833334,摩尔股份,0.768,164432808.1,12.00460659,,38130134.91,-13.35,,4.786237519,15.83,0.689026803,46.31929446,,2025/4/18
2411,833319,比酷股份,-0.08,189975746.3,1.14775537,,-4379553.07,-183.84,,1.610936141,-4.04,0.08113738,14.7894935,,2025/4/18
2412,833316,宏商科技,0.41,235898442,-4.45804249,,30737280.99,-15.84,,3.707616665,11.02,0.486572431,32.33547908,,2025/4/18
2413,833307,同汇科技,-0.33,18618.17,-99.50038574,,-5003077.57,-29.56,,0.13769187,-218.94,-0.333309173,60.63528263,,2025/4/18
2414,833262,ST奥神,0,100234422.7,79.50579817,,446208.26,102.42,,-0.098261263,,0.003721444,22.98527343,,2025/4/18
2415,833245,华望科技,0.01,41351887.07,-2.427269773,,648563.99,15.6,,1.159808115,1.1,0.09403532,29.93947002,,2025/4/18
2416,833219,软汇科技,-0.05,636792.45,-72.43832714,,-500537.81,-248.06,,0.619075247,-7.77,0.347886384,92.50014663,,2025/4/18
2417,833211,海欣药业,0.4896,397138650.6,-14.78134998,,48962157.99,4.93,,2.837157909,18.02,0.608562771,78.47584925,,2025/4/18
2418,833199,灵岩医疗,-0.67,24426694.85,-19.02170327,,-9034041.12,-2725.02,,1.387783161,-38.85,-0.417885053,20.37023453,,2025/4/18
2419,833112,海宏电力,1.83,350433724.9,-7.963122672,,54935256.39,13.77,,6.440578306,31.44,2.366683295,28.35710695,,2025/4/18
2420,833099,美育股份,0.03,86288543.97,2.396346276,,1212644.31,16.09,,0.494741464,7.12,-0.266825512,13.6992905,,2025/4/18
2421,833047,天堰科技,0.32,320475072.8,7.971534635,,51073018.94,23.26,,3.757124586,8.69,0.272011355,59.50049324,,2025/4/18
2422,833042,海控能源,0.12,652592349.6,32.07755491,,94312011.96,42.82,,2.174396159,5.65,0.331695018,37.3311671,,2025/4/18
2423,832968,东软股份,0.38,129461152.2,-2.475493347,,31876515.66,-18.81,,4.837124383,7.96,0.531270396,63.83642699,,2025/4/18
2424,832927,顶峰影业,0.0175,526186.81,35.02421746,,1167186.1,298.84,,0.110791388,17.11,-0.001653321,95.78869337,,2025/4/18
2425,832905,信源小贷,0.07,23630993.95,-29.6036345,1.561,12619794.43,-40.02,-58.6251,1.155535103,5.62,0.194271281,,,2025/4/18
2426,832789,诚栋营地,0.27,476598583.8,-12.06086135,,27308538.74,-37.27,,3.528223948,7.22,0.469333285,28.24662617,,2025/4/18
2427,832782,依科曼,0.05,59384593.27,9.589261189,,1981110.08,142.3447682,,2.828296909,1.63,0.189919876,49.35471037,,2025/4/18
2428,832778,多邦科技,0.05,16514521.11,-20.70722172,,898639.28,-55.41,,1.365523384,3.85,0.038301289,53.49380743,,2025/4/18
2429,832763,中天科盛,0.33,298510898,6.537656541,,17950359.69,7.35,,2.556855956,11.92,0.755059779,14.74613453,,2025/4/18
2430,832725,时代铝箔,0.12,282965066.6,1.724374505,,8092436.98,-77.35,,2.52696109,4.83,0.66634986,17.80202883,,2025/4/18
2431,832655,中奥体育,0.04,95906169.06,17.25590203,,3757981.32,376.85,,1.134145999,3.18,0.017260408,24.57362723,,2025/4/18
2432,832630,ST诺之,-0.13,39943131.15,23.0473099,,-7404261.19,54.35,,-0.040051446,,0.019959797,32.11080226,,2025/4/18
2433,832573,地瑞科森,-0.1413,4825830.79,-40.68298774,,-1413326.68,-19.99003863,,1.000662562,-13.19,0.159887942,25.49347591,,2025/4/18
2434,832522,纳科诺尔,1.48,1053505564,11.4216205,-30.5963,161834925.7,30.69,-78.3642,9.326467767,16.77,1.557606706,24.15390834,专用设备,2025/4/18
2435,832513,汇群中药,0.48,448373447,-9.740258667,,23466999.31,-52.09,,5.515179792,8.83,0.302644764,18.47114889,,2025/4/18
2436,832509,华光胶囊,0.15,78512009.91,0.420713943,,4526359.37,36.7,,1.734487188,8,0.830226848,29.69618953,,2025/4/18
2437,832508,白马数控,-0.2127,7924096.99,-2.570589673,,-5317981.19,-113.39,,0.15637679,-80.96,-0.090735074,16.89315832,,2025/4/18
2438,832415,联合普肯,0.03,11417537.86,-26.71634243,,663609.05,-65.81,,1.165377491,2.75,0.142652796,60.69495223,,2025/4/18
2439,832403,德尔智能,-0.03,25150403.65,-27.76179335,,-779270.95,-114.02,,2.064591043,-1.53,-0.13494971,45.22042067,,2025/4/18
2440,832283,天丰电源,0.56,313453875.6,15.26219936,,35839732.76,510.54,,6.038175066,9.66,0.735817427,30.92215536,,2025/4/18
2441,832263,美亚高新,0.19,342743957.7,-2.869795275,,10703136.09,-41.67,,3.524399867,5.45,-0.366072379,10.5877568,,2025/4/18
2442,832226,新阳升,2.7,157207857.7,12.36097304,,62180662.27,14.33,,6.993831829,46.14,2.513708837,56.23315668,,2025/4/18
2443,832126,康乐药业,1.9,452496273.3,-31.49129929,,148523421.8,-26.79,,12.1406274,16.82,3.013957626,43.06818776,,2025/4/18
2444,832107,达能电气,0.02,103565149.2,7.035485635,,1136851.25,-18.08,,2.791694171,0.74,-0.348222387,23.67315735,,2025/4/18
2445,832037,华能橡胶,0.11,67697349.91,27.85715272,,5071434.56,-41.33,,1.751577431,6.65,0.003823534,20.23895374,,2025/4/18
2446,832033,九通衢,0.3392,181188615.9,-2.247207366,,17907817.24,-5.26,,2.737606332,13.21,-0.028087527,34.60659513,,2025/4/18
2447,832027,智衡减振,0.23,123008621.5,-3.637415261,,10456463.49,54.66,,6.905989241,3.33,0.603057083,33.2928257,,2025/4/18
2448,832018,固特超声,-0.016,65299544.98,7.956358018,,-1274485.37,50.96,,1.029203551,-1.54,-0.006848545,29.9549451,,2025/4/18
2449,832013,博涛文化,0.78,226069255.2,26.14544912,,20330413.86,72.78,,8.268022391,9.85,0.979627165,48.62143875,,2025/4/18
2450,831943,西格码,0.1,2282896045,13.82445909,,20155850.73,11.6,,1.268602927,8.01,0.758994706,8.644435976,,2025/4/18
2451,831893,五谷股份,0.13,262186517,16.4948757,,8350779.29,7.97,,1.544790612,8.33,0.091007367,10.0543522,,2025/4/18
2452,831817,捷创技术,-0.35,361275789.8,-20.70997275,,-17708954.3,-470.53,,1.105529712,-27.2,0.396373533,19.07605953,,2025/4/18
2453,831804,绿宝石,0.47,324758480.5,14.24822269,,25153827.88,93.23,,2.867769758,17.94,0.584839071,24.95084104,,2025/4/18
2454,831798,博益气动,0.42,178001680.5,3.31645416,,34748003.78,1.73,,1.937631109,23.49,0.356872011,49.2510979,,2025/4/18
2455,831778,鸿森重工,0.04,197120235.5,1.537203231,,2069849.33,15.63,,1.749244884,2.06,0.170909359,14.01727789,,2025/4/18
2456,831749,大和恒,-0.22,74838737.72,56.40362317,,-2169203.44,-63.23,,0.283384991,-56.54,-0.251212828,-0.579760794,,2025/4/18
2457,831719,菱湖股份,0.19,255852996.5,-9.12090324,,12859625.29,-13.53,,2.630564707,7.21,0.319529974,18.87167325,,2025/4/18
2458,831698,思和信息,0.69,529312881.7,1.321254179,,58010892.24,1.84,,5.227027973,13.62,2.172902294,43.33858326,,2025/4/18
2459,831673,交联辐照,0.07,52733905.52,10.25701794,,2037988.21,214.25,,3.821873808,1.77,0.013120701,18.87342961,,2025/4/18
2460,831668,天元小贷,0.04,22655779.13,-25.80934418,-6.5569,6077800.24,-66.52,-271.7676,1.414247903,2.81,0.413907261,,,2025/4/18
2461,831626,胜禹股份,0.2854,700819554.9,30.67865799,,37683508.23,41.89,,2.166190777,14.1,-0.590107414,9.537770661,,2025/4/18
2462,831611,圣才电书,0.02,25918104.27,11.82408524,,989602.13,111.4431123,,0.550367184,3.66,0.090596673,52.66408838,,2025/4/18
2463,831601,威科姆,-0.012,178975325.2,-2.282604703,,-4087803.38,62.18,,1.400862906,-0.85,-0.023255784,43.75221595,,2025/4/18
2464,831599,龙虎网,0.1537,118170319.1,-2.810868036,,15596821.04,-1.26,,1.548963132,10.17,0.05299093,29.17607964,,2025/4/18
2465,831590,百川数科,-0.19,6641548.48,-33.35895873,,-1853344.1,-314.1,,0.591649236,-27.08,-0.212713566,35.36270626,,2025/4/18
2466,831589,吉福新材,0.85,492418557.5,-5.4002343,,31410168.39,-14.36,,6.925139766,12.18,0.782342619,18.88895763,,2025/4/18
2467,831526,凯华材料,0.28,115027469.1,9.939064269,-9.9589,23326186.73,43.36,43.0998,2.693950421,10.87,0.252597786,29.5478561,化学制品,2025/4/18
2468,831515,威和光电,1.01,59250967.1,20.9867755,,10069381.13,4.84,,2.350710702,43.27,0.868121853,33.41720682,,2025/4/18
2469,831467,世窗信息,0.25,138498487.3,2.158186808,,15567945.7,48.54,,3.922273811,6.46,0.279484632,64.88888098,,2025/4/18
2470,831448,贝欧特,0.05,58731172.51,10.22771224,,2746961.21,28.45,,1.099480495,4.85,0.230329348,46.44931746,,2025/4/18
2471,831445,龙竹科技,0.11,319383299.2,-1.765968768,4.6825,16336372.58,61.96,-116.1998,2.292109939,4.55,0.359241731,22.61302387,家用轻工,2025/4/18
2472,831439,中喜股份,-0.29,1430285.08,-49.85356056,,-103200940.8,154.12,,0.568238586,-40.29,-0.000238951,-1.700299496,,2025/4/18
2473,831414,大洋义天,0.29,59256905.86,15.55614212,,10133989.01,42.9,,2.104973698,12.6,0.299054259,59.66160374,,2025/4/18
2474,831386,风华环保,-0.1,23272560.42,0.84789894,,-8369291.03,10.15,,1.229426077,-8.17,0.028255976,29.01092006,,2025/4/18
2475,831332,申高制药,-0.09,18568421.71,-23.93522992,,-2161256.64,-756.41,,0.673315031,-12.63,0.177513595,19.21776802,,2025/4/18
2476,831331,华奥科技,-0.07,19745281.1,105.0510345,,-5643598.21,56.12,,0.602263584,-10.65,-0.103926863,0.120225435,,2025/4/18
2477,831319,绿蔓生物,0.13,209309277.7,11.2363692,,7641765.16,287.44,,1.444491023,9.33,-0.087214311,22.99459982,,2025/4/18
2478,831278,泰德股份,0.16,339560228.7,23.13039409,8.6424,24949478.92,216.53,-63.0891,2.389460753,6.86,0.099573355,27.46165605,汽车零部件,2025/4/18
2479,831264,柏康科技,0.29,18095053.17,4.038402922,,1437336.54,-0.66,,4.101794608,7.11,0.23658113,44.60605042,,2025/4/18
2480,831235,ST点米,-0.19,67633219.26,-17.79364973,,-26782020.14,51.04,,-0.144230918,,-0.118223709,74.83835085,,2025/4/18
2481,831231,佳保安全,0.73,85672264.75,3.14486281,,12487402.88,-6.53,,3.66059222,21.83,0.50853478,45.40384564,,2025/4/18
2482,831201,润华股份,0.19,1115301019,-9.275123739,,59570993.4,-0.3,,1.406540452,13.92,0.089937797,11.4495697,,2025/4/18
2483,831199,海博小贷,0.11,160037269.9,-8.004105949,-6.3925,69777230.09,-36.4,148.0459,1.383845033,6.84,0.385368513,,,2025/4/18
2484,831184,强盛股份,0.77,778196224.1,-3.000056289,,79297613.21,-45.74,,8.870304408,8.6,1.181948383,23.96701659,,2025/4/18
2485,831183,可视化,0.013,21254565.73,-22.46567477,,292396.74,-35.14,,1.534152102,0.85,-0.080034677,31.03585678,,2025/4/18
2486,831179,奥杰科技,0.19,14794766.63,11.09683752,,2036492.31,-17.93,,1.282344317,14.35,0.407403843,39.92432573,,2025/4/18
2487,831151,全胜物流,0.83,129823430.9,-4.365881058,,40050413.08,24.61,,3.813449209,23.98,1.70058402,60.74701493,,2025/4/18
2488,831132,临风股份,-0.07,57500489.26,-8.938733323,,-5465090.36,-222.22,,0.905252737,-6.97,0.049883314,25.36167876,,2025/4/18
2489,831131,兴宏泰,0.12,231389177.2,30.34523854,,18978278.6,1479.96,,2.775114019,4.29,-0.09262832,32.9218454,,2025/4/18
2490,831124,ST中标节,-0.14,77083839.54,-57.90122667,,-6839342.96,-266.63,,-0.559464995,,0.07763058,5.118317424,,2025/4/18
2491,831119,蓝钻生物,-0.05,11986171.49,19.17472173,,-1942165.65,49.72,,0.471557076,-10.46,0.047113361,43.63383199,,2025/4/18
2492,831014,海联捷讯,0.23,113161607.7,-11.23339652,,7526049.68,-5.19,,2.900513475,7.83,0.156049379,25.46404382,,2025/4/18
2493,830953,惠当家,-0.09,3455446.87,-12.44619894,,-1105586.59,53.51,,0.85224067,-9.75,-0.00928172,79.14232234,,2025/4/18
2494,830930,天行健,-0.12,5515105.44,-50.73358377,,-718051.6,-538.47,,0.99029293,-11.54,0.069140677,3.696163241,,2025/4/18
2495,830927,兆久成,-0.05,64238115.85,5.272265758,,-1973446.19,-187.12,,0.007515038,-155.43,-0.118678118,6.316661932,,2025/4/18
2496,830924,星龙科技,0.17,60957739.03,14.03701434,,4179297.94,-33.96,,1.985140295,9.17,0.34325536,36.30653883,,2025/4/18
2497,830843,沃迪智能,0.65,293649781.6,4.492920889,,26885050.65,365.55,,1.379091164,59.94,-0.446750334,31.59507048,,2025/4/18
2498,830781,精鹰传媒,0.08,92111889.95,2.91654356,,4204578.46,4.97,,1.324721015,6.19,-0.06298933,24.81527159,,2025/4/18
2499,688733,壹石通,0.06,504510498.8,8.602988275,-4.2326,12004117.91,-51.05,-130.852,11.02342,0.54,-0.336726671,22.68245456,非金属材料,2025/4/18
2500,688719,爱科赛博,0.64,972274382.1,17.69974649,93.0512,73124178.69,-47.26,1340.3625,15.45424571,4.04,0.606342395,35.0843565,电源设备,2025/4/18
2501,688708,佳驰科技,1.4238,956849764.8,-2.446188505,66.9103,517311443.9,-8.23,80.9268,8.024581289,25.46,1.04019697,76.83845083,非金属材料,2025/4/18
2502,688670,金迪克,-0.76,80802661.83,-39.96445862,17.6697,-93502830.64,-31.7121782,-217.9327,10.36995777,-7.06,-1.066455611,62.60589958,化学制药,2025/4/18
2503,688668,鼎通科技,0.8,1031666436,51.12355145,30.9712,110336433.1,65.74,10.184,13.00690906,6.03,0.839566913,27.41330121,通信设备,2025/4/18
2504,688665,四方光电,1.13,873132058.1,26.23016911,66.0301,112752791.1,-15.03,153.3718,10.27041187,11.33,0.093398595,42.34092416,仪器仪表,2025/4/18
2505,688610,埃科光电,0.23,248260265.6,5.384645115,12.6875,15723134.6,-0.18,-273.367,21.35914653,1.07,0.466960927,40.3037593,仪器仪表,2025/4/18
2506,688602,康鹏科技,-0.1,674813318.2,-31.11279137,-17.4592,-49531648.34,-143.95,-23.6395,5.337395122,-1.78,0.117058733,12.65115894,化学制品,2025/4/18
2507,688591,泰凌微,0.41,844033021.2,32.69042806,15.8164,97410270.82,95.71,-11.1254,9.762483478,4.16,0.623831271,48.33840658,半导体,2025/4/18
2508,688588,凌志软件,0.3187,1114211673,59.98831598,10.9519,124292966.6,43.65,-99.5876,3.131941525,10.06,0.503291406,33.231104,软件开发,2025/4/18
2509,688420,美腾科技,0.47,546394043.1,-4.132196673,28.9225,40675292.48,-45.21,112.4091,16.33449089,2.81,-1.158422789,39.79382767,专用设备,2025/4/18
2510,688290,景业智能,0.37,275725673.2,7.940466399,131.6438,37600037.13,8.4,663.6328,12.55833563,3,0.285703133,40.32238093,专用设备,2025/4/18
2511,688258,卓易信息,0.27,323392633,0.989558356,-7.6501,32841483.65,-41.52,1487.0293,6.975941459,3.25,0.792715974,52.19798627,互联网服务,2025/4/18
2512,688257,新锐股份,1.0129,1861833087,20.17001342,8.1851,180733804.1,10.89,24.7828,12.15599886,8.4,1.114740578,31.80595122,有色金属,2025/4/18
2513,688238,和元生物,-0.497,248149229.1,21.1636528,-9.214,-321813001.3,-151.5375976,-72.787,2.680576043,-16.96,-0.094090948,-37.80800936,医疗服务,2025/4/18
2514,688217,睿昂基因,-0.28,242306171,-6.159739171,-3.9445,-15764502.19,-298.78,-515.0278,16.27860546,-1.71,1.073802381,74.52837265,医疗器械,2025/4/18
2515,688156,路德环境,-0.56,277618726.5,-20.92351535,-27.5982,-56551531.55,-309.69,-973.2216,8.284509178,-6.53,0.53066488,21.93002774,农牧饲渔,2025/4/18
2516,688155,先惠技术,1.87,2463960508,0.636437779,-7.3275,223022885.4,458.19,-40.2577,15.65372571,13.31,7.903127394,25.25075085,电池,2025/4/18
2517,688148,芳源股份,-0.85,2161423766,2.805852241,98.7669,-426774735,6.282454598,-486.9426,0.777930448,-53.93,0.144880648,-5.17021634,电池,2025/4/18
2518,688101,三达膜,0.95,1390872669,-4.112742593,-5.2707,314813994.8,23.97,98.2356,12.19037254,8.02,0.517770321,36.01881977,环保行业,2025/4/18
2519,688078,龙软科技,0.46,328602489.4,-17.04347855,53.6791,33029000.98,-60.83,-218.3717,10.16137245,4.55,0.299901985,51.02625528,软件开发,2025/4/18
2520,688070,纵横股份,-0.41,474202644.9,57.14384282,120.303,-35791711.87,44.51,4304.6731,6.505428502,-6.09,0.686367142,42.20358404,航天航空,2025/4/18
2521,688012,中微公司,2.61,9065165098,44.72971089,72.7605,1615675747,-9.53,77.3206,31.71282511,8.66,2.343327072,41.06033941,半导体,2025/4/18
2522,688004,博汇科技,-0.48,172827212.5,-9.906404099,16.6216,-38472544.41,10.87754842,71.2368,7.683026142,-5.93,0.162189677,47.27814113,互联网服务,2025/4/18
2523,605336,帅丰电器,0.33,429532156.8,-48.28538815,45.7471,60300561.75,-68.21,318.4828,10.49412926,3.09,0.054038493,45.71937538,家电行业,2025/4/18
2524,605196,华通线缆,0.62,6346841521,18.32089373,-3.1696,319324251.6,-12.29,-49.9601,6.155063617,10.71,-0.292701451,14.83697589,电网设备,2025/4/18
2525,605169,洪通燃气,0.6165,2752579639,46.16675738,-7.0831,173121918.6,13.05,-91.9543,6.857678756,9.35,0.972642944,15.55066237,燃气,2025/4/18
2526,605100,华丰股份,0.43,916378991.8,-32.23054478,10.1786,73587982.91,-32.67,277.5701,10.76701986,3.94,1.539995296,15.87565681,通用设备,2025/4/18
2527,605090,九丰能源,2.71,22047173203,-17.01029515,-13.5247,1683682320,28.93,-65.2282,14.20160883,19.79,3.174724896,9.328906566,燃气,2025/4/18
2528,603977,国泰集团,0.29,2354492849,-7.340162182,12.7825,180745654.9,-40.84,-146.0619,5.173108768,5.71,0.429676833,36.64633004,化学制品,2025/4/18
2529,603970,中农立华,0.7566,10595818394,1.302121288,4.8786,203377446.5,-9.55,65.9317,5.656416141,13.74,1.143599001,7.06258826,农药兽药,2025/4/18
2530,603896,寿仙谷,0.88,691683550.9,-11.8141174,83.8771,174714540.4,-31.34,214.9064,11.21976135,7.83,1.076655275,80.72131495,中药,2025/4/18
2531,603889,新澳股份,0.59,4840783776,9.067993859,-26.281,428297429.2,5.96,-43.9692,4.659380447,13.13,0.506256417,18.98270604,纺织服装,2025/4/18
2532,603836,海程邦达,0.41,10235317332,61.67937529,-12.7468,82476452.67,-45.96,-96.2164,8.776177511,4.63,0.413653498,6.186599087,物流行业,2025/4/18
